TIPO_AGENTE,IDIOMA.DEL.ESTANDARIZADO.COMPLETO,GRUPO_EDITORIAL_COMPLETO,SUBCATEGORIA.DEWEY,ANO,PAIS,CANTIDAD_REGISTROS
EDITORIAL COMERCIAL,ITALIANO,"ARABIA, JUAN FRANCISCO",800 - LITERATURA Y RETÓRICA: GENERAL,2019,ARGENTINA,1.0
EDITORIAL COMERCIAL,ITALIANO,"ARABIA, JUAN FRANCISCO",800 - LITERATURA Y RETÓRICA: GENERAL,2020,ARGENTINA,1.0
EDITORIAL COMERCIAL,ITALIANO,ARMENTA MALPICA LUIS,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2012,MÉXICO,1.0
EDITORIAL COMERCIAL,ITALIANO,ARMENTA MALPICA LUIS,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2014,MÉXICO,1.0
EDITORIAL COMERCIAL,ITALIANO,ARMENTA MALPICA LUIS,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2018,MÉXICO,1.0
EDITORIAL COMERCIAL,ITALIANO,ARMENTA MALPICA LUIS,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2020,MÉXICO,1.0
EDITORIAL COMERCIAL,ITALIANO,ARQUETIPO GRUPO EDITORIAL,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,2017,URUGUAY,5.0
EDITORIAL COMERCIAL,ITALIANO,AS EDICIONES S. A. S,800 - LITERATURA Y RETÓRICA: GENERAL,2019,COLOMBIA,1.0
EDITORIAL COMERCIAL,ITALIANO,AS EDICIONES S. A. S,800 - LITERATURA Y RETÓRICA: GENERAL,2023,COLOMBIA,2.0
EDITORIAL COMERCIAL,ITALIANO,ASCENCIO GOMEZ ESTEBAN,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2021,MÉXICO,1.0
EDITORIAL COMERCIAL,ITALIANO,ATELIE EDITORIAL LTDA-ME,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2013,BRASIL,3.0
EDITORIAL COMERCIAL,ITALIANO,AUIEO EDICIONES,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2014,MÉXICO,1.0
EDITORIAL COMERCIAL,ITALIANO,AUIEO EDICIONES,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2015,MÉXICO,1.0
EDITORIAL COMERCIAL,ITALIANO,BABEL LIBROS S.A.S.,800 - LITERATURA Y RETÓRICA: GENERAL,2024,COLOMBIA,1.0
EDITORIAL COMERCIAL,ITALIANO,"BACA ESPINOZA, HECTOR USHIYAMA","850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2013,MÉXICO,1.0
EDITORIAL COMERCIAL,ITALIANO,BCD UNIAO DE EDITORAS S/A,810 - LITERATURA AMERICANA EN INGLÉS,2014,BRASIL,4.0
EDITORIAL COMERCIAL,ITALIANO,BCD UNIAO DE EDITORAS S/A,820 - LITERATURA INGLESA E INGLESA ANTIGUA,2014,BRASIL,2.0
EDITORIAL COMERCIAL,ITALIANO,BCD UNIAO DE EDITORAS S/A,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2014,BRASIL,17.0
EDITORIAL COMERCIAL,ITALIANO,BCD UNIAO DE EDITORAS S/A,890 - LITERATURAS DE OTRAS LENGUAS,2014,BRASIL,4.0
EDITORIAL COMERCIAL,ITALIANO,BERLENDIS & VERTECCHIA EDITORES LTDA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2013,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,BERLENDIS & VERTECCHIA EDITORES LTDA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2014,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,BERLENDIS E VERTECCHIA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2021,BRASIL,2.0
EDITORIAL COMERCIAL,ITALIANO,BIBLIOTECA AZUL,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2024,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,BIBLOS,800 - LITERATURA Y RETÓRICA: GENERAL,2017,ARGENTINA,2.0
EDITORIAL COMERCIAL,ITALIANO,BLU EDITORA LTDA-ME,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2013,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,BLU EDITORA LTDA-ME,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2014,BRASIL,4.0
EDITORIAL COMERCIAL,ITALIANO,BLU EDITORA LTDA-ME,SIN DATO,2010,BRASIL,18.0
EDITORIAL COMERCIAL,ITALIANO,C.R.L. LINS EDITORA - ME,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2019,BRASIL,2.0
EDITORIAL COMERCIAL,ITALIANO,CALIXTA EDITORES S.A.S,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2022,COLOMBIA,2.0
EDITORIAL COMERCIAL,ITALIANO,CANGREJO EDITORES LTDA.,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2013,COLOMBIA,1.0
EDITORIAL COMERCIAL,ITALIANO,CANGREJO EDITORES LTDA.,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2019,COLOMBIA,1.0
EDITORIAL COMERCIAL,ITALIANO,CARAL EDITORES E.I.R.L.,800 - LITERATURA Y RETÓRICA: GENERAL,2021,PERÚ,1.0
EDITORIAL COMERCIAL,ITALIANO,CASA DOS LIVROS EDITORA LTDA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2019,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,"CASSARA, WALTER",800 - LITERATURA Y RETÓRICA: GENERAL,2019,ARGENTINA,1.0
EDITORIAL COMERCIAL,ITALIANO,CIRANDA CULTURAL,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2019,BRASIL,2.0
EDITORIAL COMERCIAL,ITALIANO,CL EDITORIAL PRAXIS,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2020,MÉXICO,1.0
EDITORIAL COMERCIAL,ITALIANO,"COFRECES, JAVIER BERNARDO",800 - LITERATURA Y RETÓRICA: GENERAL,2019,ARGENTINA,1.0
EDITORIAL COMERCIAL,ITALIANO,COGITO EDITORA & COMUNICACAO LTDA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2013,BRASIL,2.0
EDITORIAL COMERCIAL,ITALIANO,COLECCION SUR,800 - LITERATURA Y RETÓRICA: GENERAL,2014,CUBA,1.0
EDITORIAL COMERCIAL,ITALIANO,COLECCION SUR,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2017,CUBA,1.0
EDITORIAL COMERCIAL,ITALIANO,COLECCION SUR,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2018,CUBA,1.0
EDITORIAL COMERCIAL,ITALIANO,COLECCION SUR,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2020,CUBA,1.0
EDITORIAL COMERCIAL,ITALIANO,COLOFON,800 - LITERATURA Y RETÓRICA: GENERAL,2015,MÉXICO,1.0
EDITORIAL COMERCIAL,ITALIANO,COLOFON,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2014,MÉXICO,1.0
EDITORIAL COMERCIAL,ITALIANO,COLOFON,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2012,MÉXICO,1.0
EDITORIAL COMERCIAL,ITALIANO,COLOFON,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2014,MÉXICO,1.0
EDITORIAL COMERCIAL,ITALIANO,COLOFON,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2016,MÉXICO,4.0
EDITORIAL COMERCIAL,ITALIANO,COLOFON,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2017,MÉXICO,2.0
EDITORIAL COMERCIAL,ITALIANO,COLOFON,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2018,MÉXICO,1.0
EDITORIAL COMERCIAL,ITALIANO,COLOFON,870 - LITERATURAS LATINAS E ITALIANAS,2019,MÉXICO,1.0
EDITORIAL COMERCIAL,ITALIANO,COMBOIO DO CORDA EDITORA LTDA,890 - LITERATURAS DE OTRAS LENGUAS,2014,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,COMERCIALIZADORA CONO SUR LTDA,800 - LITERATURA Y RETÓRICA: GENERAL,2023,COLOMBIA,1.0
EDITORIAL COMERCIAL,ITALIANO,COMERCIALIZADORA CONO SUR LTDA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2022,COLOMBIA,1.0
EDITORIAL COMERCIAL,ITALIANO,COMERCIALIZADORA CONO SUR LTDA,870 - LITERATURAS LATINAS E ITALIANAS,2021,COLOMBIA,1.0
EDITORIAL COMERCIAL,ITALIANO,COMPANHIA DAS LETRAS,800 - LITERATURA Y RETÓRICA: GENERAL,2021,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,COMPANHIA DAS LETRAS,800 - LITERATURA Y RETÓRICA: GENERAL,2024,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,COMPANHIA DAS LETRAS,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2021,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,COMPANHIA DAS LETRINHAS*,800 - LITERATURA Y RETÓRICA: GENERAL,2021,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,CONFRARIA DO VENTO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2024,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,COSAC & NAIFY EDICOES LTDA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2013,BRASIL,4.0
EDITORIAL COMERCIAL,ITALIANO,COSAC & NAIFY EDICOES LTDA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2014,BRASIL,4.0
EDITORIAL COMERCIAL,ITALIANO,COSAC & NAIFY EDICOES LTDA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2015,BRASIL,2.0
EDITORIAL COMERCIAL,ITALIANO,COSAC & NAIFY EDICOES LTDA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2013,BRASIL,2.0
EDITORIAL COMERCIAL,ITALIANO,COSAC & NAIFY EDICOES LTDA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2015,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,COSAC & NAIFY EDICOES LTDA,SIN DATO,2011,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,CRECER S.A.C.,800 - LITERATURA Y RETÓRICA: GENERAL,2010,PERÚ,1.0
EDITORIAL COMERCIAL,ITALIANO,CUADRO DE TIZA EDICIONES LIMITADA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2022,CHILE,1.0
EDITORIAL COMERCIAL,ITALIANO,DARKSIDE ENTRETENIMENTO LTDA ME,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2024,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,DE CIUTIIS EDICIONES,800 - LITERATURA Y RETÓRICA: GENERAL,2016,ARGENTINA,1.0
EDITORIAL COMERCIAL,ITALIANO,DEL NUEVO EXTREMO,800 - LITERATURA Y RETÓRICA: GENERAL,2016,ARGENTINA,3.0
EDITORIAL COMERCIAL,ITALIANO,DEL NUEVO EXTREMO,800 - LITERATURA Y RETÓRICA: GENERAL,2017,ARGENTINA,1.0
EDITORIAL COMERCIAL,ITALIANO,DIFUNDIR LTDA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2021,COLOMBIA,1.0
EDITORIAL COMERCIAL,ITALIANO,DISTRIBUIDORA COMERCIAL DIDACTICA S.A.S.,800 - LITERATURA Y RETÓRICA: GENERAL,2018,COLOMBIA,1.0
EDITORIAL COMERCIAL,ITALIANO,E-DITORIAL 531 SAS,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2019,COLOMBIA,1.0
EDITORIAL COMERCIAL,ITALIANO,EDHASA,800 - LITERATURA Y RETÓRICA: GENERAL,2017,ARGENTINA,1.0
EDITORIAL COMERCIAL,ITALIANO,EDHASA S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,2020,ARGENTINA,2.0
EDITORIAL COMERCIAL,ITALIANO,EDICIONES ASSISI,800 - LITERATURA Y RETÓRICA: GENERAL,2016,ARGENTINA,1.0
EDITORIAL COMERCIAL,ITALIANO,EDICIONES B,800 - LITERATURA Y RETÓRICA: GENERAL,2010,COLOMBIA,1.0
EDITORIAL COMERCIAL,ITALIANO,EDICIONES B,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2011,COLOMBIA,1.0
EDITORIAL COMERCIAL,ITALIANO,EDICIONES B,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2015,COLOMBIA,1.0
EDITORIAL COMERCIAL,ITALIANO,EDICIONES B,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2016,COLOMBIA,2.0
EDITORIAL COMERCIAL,ITALIANO,EDICIONES B,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2016,MÉXICO,4.0
EDITORIAL COMERCIAL,ITALIANO,EDICIONES B,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2017,MÉXICO,3.0
EDITORIAL COMERCIAL,ITALIANO,EDICIONES CASTILLO,800 - LITERATURA Y RETÓRICA: GENERAL,2016,MÉXICO,1.0
EDITORIAL COMERCIAL,ITALIANO,EDICIONES CASTILLO,800 - LITERATURA Y RETÓRICA: GENERAL,2017,MÉXICO,1.0
EDITORIAL COMERCIAL,ITALIANO,EDICIONES CASTILLO,800 - LITERATURA Y RETÓRICA: GENERAL,2018,MÉXICO,1.0
EDITORIAL COMERCIAL,ITALIANO,EDICIONES CUBANAS-ARTEX,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2011,CUBA,1.0
EDITORIAL COMERCIAL,ITALIANO,EDICIONES CUBANAS-ARTEX,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2012,CUBA,2.0
EDITORIAL COMERCIAL,ITALIANO,EDICIONES CUBANAS-ARTEX,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2013,CUBA,1.0
EDITORIAL COMERCIAL,ITALIANO,EDICIONES CUBANAS-ARTEX,890 - LITERATURAS DE OTRAS LENGUAS,2011,CUBA,2.0
EDITORIAL COMERCIAL,ITALIANO,EDICIONES DEL LIRIO,800 - LITERATURA Y RETÓRICA: GENERAL,2015,MÉXICO,1.0
EDITORIAL COMERCIAL,ITALIANO,EDICIONES DEL LIRIO,800 - LITERATURA Y RETÓRICA: GENERAL,2022,MÉXICO,1.0
EDITORIAL COMERCIAL,ITALIANO,EDICIONES EL TUCAN DE VIRGINIA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2013,MÉXICO,1.0
EDITORIAL COMERCIAL,ITALIANO,EDICIONES EL TUCAN DE VIRGINIA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2014,MÉXICO,1.0
EDITORIAL COMERCIAL,ITALIANO,EDICIONES HOLGUIN,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2012,CUBA,1.0
EDITORIAL COMERCIAL,ITALIANO,EDICIONES HOLGUIN,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2017,CUBA,1.0
EDITORIAL COMERCIAL,ITALIANO,EDICIONES ILCSA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2023,MÉXICO,1.0
EDITORIAL COMERCIAL,ITALIANO,EDICIONES LAROUSSE,800 - LITERATURA Y RETÓRICA: GENERAL,2017,MÉXICO,7.0
EDITORIAL COMERCIAL,ITALIANO,EDICIONES LAROUSSE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2012,MÉXICO,1.0
EDITORIAL COMERCIAL,ITALIANO,EDICIONES LIEBRE LIMITADA,800 - LITERATURA Y RETÓRICA: GENERAL,2018,CHILE,1.0
EDITORIAL COMERCIAL,ITALIANO,EDICIONES LIEBRE LIMITADA,800 - LITERATURA Y RETÓRICA: GENERAL,2020,CHILE,1.0
EDITORIAL COMERCIAL,ITALIANO,EDICIONES LUNA DE PAPEL,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2019,MÉXICO,1.0
EDITORIAL COMERCIAL,ITALIANO,EDICIONES MONSERRATE SAS,800 - LITERATURA Y RETÓRICA: GENERAL,2012,COLOMBIA,1.0
EDITORIAL COMERCIAL,ITALIANO,EDICIONES MONSERRATE SAS,800 - LITERATURA Y RETÓRICA: GENERAL,2014,COLOMBIA,1.0
EDITORIAL COMERCIAL,ITALIANO,EDICIONES MONSERRATE SAS,800 - LITERATURA Y RETÓRICA: GENERAL,2017,COLOMBIA,1.0
EDITORIAL COMERCIAL,ITALIANO,EDICIONES SIN NOMBRE,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2015,MÉXICO,1.0
EDITORIAL COMERCIAL,ITALIANO,EDICIONES TACITAS,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2019,CHILE,1.0
EDITORIAL COMERCIAL,ITALIANO,EDICIONES TECOLOTE,800 - LITERATURA Y RETÓRICA: GENERAL,2014,MÉXICO,2.0
EDITORIAL COMERCIAL,ITALIANO,EDICIONES TECOLOTE,800 - LITERATURA Y RETÓRICA: GENERAL,2019,MÉXICO,2.0
EDITORIAL COMERCIAL,ITALIANO,EDICIONES TRICAHUE LTDA.,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2023,CHILE,2.0
EDITORIAL COMERCIAL,ITALIANO,EDICIONES URANO,800 - LITERATURA Y RETÓRICA: GENERAL,2013,COLOMBIA,1.0
EDITORIAL COMERCIAL,ITALIANO,EDICIONES URANO,800 - LITERATURA Y RETÓRICA: GENERAL,2024,CHILE,1.0
EDITORIAL COMERCIAL,ITALIANO,EDICIONES URANO,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2024,MÉXICO,1.0
EDITORIAL COMERCIAL,ITALIANO,EDICIONES URANO,890 - LITERATURAS DE OTRAS LENGUAS,2022,MÉXICO,2.0
EDITORIAL COMERCIAL,ITALIANO,EDICIONES URANO,890 - LITERATURAS DE OTRAS LENGUAS,2023,MÉXICO,2.0
EDITORIAL COMERCIAL,ITALIANO,EDICIONES URANO,890 - LITERATURAS DE OTRAS LENGUAS,2024,MÉXICO,3.0
EDITORIAL COMERCIAL,ITALIANO,EDICIONES Y PUBLICACIONES VERONICA DEL CARMEN JIMENEZ DOTTE EIRL - GARCETA EDICIONES,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2018,CHILE,1.0
EDITORIAL COMERCIAL,ITALIANO,EDICOLA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2013,CHILE,5.0
EDITORIAL COMERCIAL,ITALIANO,EDICOLA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2015,CHILE,2.0
EDITORIAL COMERCIAL,ITALIANO,EDICOLA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2017,CHILE,3.0
EDITORIAL COMERCIAL,ITALIANO,EDICOLA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2018,CHILE,2.0
EDITORIAL COMERCIAL,ITALIANO,EDICOLA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2021,CHILE,1.0
EDITORIAL COMERCIAL,ITALIANO,EDICOLA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2022,CHILE,1.0
EDITORIAL COMERCIAL,ITALIANO,EDICOLA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2023,CHILE,1.0
EDITORIAL COMERCIAL,ITALIANO,EDIOURO PUBLICACOES DE LAZER E CULTURA LTDA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2017,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,EDIPRO EDICOES PROFISSIONAIS LTDA,SIN DATO,2011,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA 34 LTDA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2014,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA 34 LTDA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2016,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA 34 LTDA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2018,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA AYINE LTDA.,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2017,BRASIL,2.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA BEST SELLER,SIN DATO,2010,BRASIL,5.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA BEST SELLER,SIN DATO,2012,BRASIL,2.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA BIRUTA LTDA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2019,BRASIL,2.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA CAMPOS LTDA - ME,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2019,BRASIL,3.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA CARAMBAIA EIRELI - EPP,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2015,BRASIL,2.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA CARAMBAIA EIRELI - EPP,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2016,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA CARAMBAIA EIRELI - EPP,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2017,BRASIL,2.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA CARAMBAIA EIRELI - EPP,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2019,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA CIDADE NOVA,SIN DATO,2011,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA CLARO ENIGMA LTDA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2013,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA EDGARD BLUCHER,SIN DATO,2011,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA ESTACAO LIBERDADE,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2021,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA ESTACAO LIBERDADE,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2024,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA FUNDACAO PEIROPOLIS LTDA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2015,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA FUNDAMENTO EDUCACIONAL LTDA,SIN DATO,2010,BRASIL,11.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA FUNDAMENTO EDUCACIONAL LTDA,SIN DATO,2011,BRASIL,22.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA FUNDAMENTO EDUCACIONAL LTDA,SIN DATO,2012,BRASIL,14.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA GUARDA-CHUVA LTDA,SIN DATO,2011,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA HEDRA LTDA,890 - LITERATURAS DE OTRAS LENGUAS,2014,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA ILUMINATTA LTDA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2013,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA ILUMINURAS LTDA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2014,BRASIL,2.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA ILUMINURAS LTDA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2016,BRASIL,8.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA ILUMINURAS LTDA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2016,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA INTRINSECA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2014,BRASIL,2.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA INTRINSECA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2016,BRASIL,6.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA INTRINSECA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2017,BRASIL,3.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA INTRINSECA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2018,BRASIL,2.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA INTRINSECA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2019,BRASIL,2.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA INTRINSECA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2021,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA INTRINSECA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2024,BRASIL,2.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA LAFONTE LTDA,080 - COLECCIONES GENERALES,2014,BRASIL,2.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA LAFONTE LTDA,080 - COLECCIONES GENERALES,2018,BRASIL,10.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA LAFONTE LTDA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2014,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA LAFONTE LTDA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2019,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA LAMINA LTDA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2019,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA LEALTAD S.A.C.,800 - LITERATURA Y RETÓRICA: GENERAL,2011,PERÚ,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA MADALENA LTDA. - EPP,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2014,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA MARTIN CLARET LTDA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2013,BRASIL,2.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA MARTIN CLARET LTDA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2015,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA MNEMA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2024,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA MNEMA,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,2024,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA MODERNA,800 - LITERATURA Y RETÓRICA: GENERAL,2021,BRASIL,2.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA MOINHOS,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2021,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA MOITARA LTDA,890 - LITERATURAS DE OTRAS LENGUAS,2013,BRASIL,2.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA MOV PALAVRAS: EIRELI: EPP,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2014,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA MOV PALAVRAS: EIRELI: EPP,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2015,BRASIL,7.0
