TIPO_AGENTE,IDIOMA.DEL.ESTANDARIZADO.COMPLETO,GRUPO_EDITORIAL_COMPLETO,SUBCATEGORIA.DEWEY,ANO,PAIS,CANTIDAD_REGISTROS
EDITORIAL COMERCIAL,ITALIANO,EDITORA MUNDAREU,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2024,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA NOS,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2024,BRASIL,4.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA NOS LTDA.,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2016,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA NOS LTDA.,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2018,BRASIL,2.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA NOS LTDA.,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2015,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA NOVA ALEXANDRIA LTDA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2018,BRASIL,3.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA NOVA FRONTEIRA S/A,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2016,BRASIL,2.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA NOVA FRONTEIRA S/A,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2019,BRASIL,3.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA NOVA FRONTEIRA S/A,SIN DATO,2012,BRASIL,2.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA OBJETIVA LTDA,810 - LITERATURA AMERICANA EN INGLÉS,2014,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA OBJETIVA LTDA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,2014,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA OBJETIVA LTDA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2013,BRASIL,7.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA OBJETIVA LTDA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2014,BRASIL,10.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA OBJETIVA LTDA,SIN DATO,2011,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA ORIGINAL LTDA-EPP,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2019,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA PAZ E TERRA S/A,SIN DATO,2010,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA PEIROPOLIS LTDA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2016,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA PEIXOTO NETO,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2016,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA PENSAMENTO-CULTRIX,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2015,BRASIL,2.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA PENSAMENTO-CULTRIX,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2017,BRASIL,2.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA PENSAMENTO-CULTRIX,SIN DATO,2011,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA PEQUENA ZAHAR LTDA,890 - LITERATURAS DE OTRAS LENGUAS,2013,BRASIL,3.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA PERSPECTIVA LTDA,800 - LITERATURA Y RETÓRICA: GENERAL,2017,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA PILLARES LTDA,SIN DATO,2011,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA PIU LTDA-ME,800 - LITERATURA Y RETÓRICA: GENERAL,2024,BRASIL,3.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA POSITIVO LTDA,SIN DATO,2011,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA PRUMO LTDA,SIN DATO,2011,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA PULO DO GATO LTDA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2013,BRASIL,3.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA PULO DO GATO LTDA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2014,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA REVAN LTDA,SIN DATO,2010,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA REVAN LTDA,SIN DATO,2012,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA REVIRAVOLTA,800 - LITERATURA Y RETÓRICA: GENERAL,2024,BRASIL,2.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA ROCCO,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2013,BRASIL,3.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA ROCCO,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2014,BRASIL,2.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA ROCCO,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2017,BRASIL,2.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA ROCCO,SIN DATO,2010,BRASIL,6.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA ROCCO,SIN DATO,2011,BRASIL,13.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA ROCCO,SIN DATO,2012,BRASIL,12.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA RODOPIO LTDA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2018,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA RODOPIO LTDA,890 - LITERATURAS DE OTRAS LENGUAS,2013,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA RODOPIO LTDA,890 - LITERATURAS DE OTRAS LENGUAS,2018,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA SCHWARCZ,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2013,BRASIL,2.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA SCHWARCZ,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2014,BRASIL,3.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA SCHWARCZ,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2015,BRASIL,2.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA SCHWARCZ,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2016,BRASIL,2.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA SCHWARCZ,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2017,BRASIL,4.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA SCHWARCZ,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2019,BRASIL,2.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA SCHWARCZ,SIN DATO,2011,BRASIL,2.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA TIMBO LTDA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2018,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA UNDERWORLD LTDA,SIN DATO,2012,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA URBANA LTDA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2013,BRASIL,2.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA VALE DAS LETRAS,SIN DATO,2011,BRASIL,10.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA VOZES,SIN DATO,2011,BRASIL,3.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA WMF MARTINS FONTES,890 - LITERATURAS DE OTRAS LENGUAS,2014,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA WMF MARTINS FONTES,890 - LITERATURAS DE OTRAS LENGUAS,2015,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA WMF MARTINS FONTES,890 - LITERATURAS DE OTRAS LENGUAS,2016,BRASIL,2.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA WMF MARTINS FONTES,890 - LITERATURAS DE OTRAS LENGUAS,2018,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA WMF MARTINS FONTES,SIN DATO,2011,BRASIL,2.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA ZIG-ZAG,800 - LITERATURA Y RETÓRICA: GENERAL,2018,CHILE,3.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA ZIG-ZAG,800 - LITERATURA Y RETÓRICA: GENERAL,2024,CHILE,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA ZIG-ZAG,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2010,CHILE,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORA ZIG-ZAG,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2015,CHILE,2.0
EDITORIAL COMERCIAL,ITALIANO,EDITORES MEXICANOS UNIDOS,800 - LITERATURA Y RETÓRICA: GENERAL,2017,MÉXICO,3.0
EDITORIAL COMERCIAL,ITALIANO,EDITORES MEXICANOS UNIDOS,800 - LITERATURA Y RETÓRICA: GENERAL,2018,MÉXICO,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORES MEXICANOS UNIDOS,800 - LITERATURA Y RETÓRICA: GENERAL,2019,MÉXICO,3.0
EDITORIAL COMERCIAL,ITALIANO,EDITORES MEXICANOS UNIDOS,800 - LITERATURA Y RETÓRICA: GENERAL,2022,MÉXICO,2.0
EDITORIAL COMERCIAL,ITALIANO,EDITORES MEXICANOS UNIDOS,800 - LITERATURA Y RETÓRICA: GENERAL,2023,MÉXICO,4.0
EDITORIAL COMERCIAL,ITALIANO,EDITORES MEXICANOS UNIDOS,800 - LITERATURA Y RETÓRICA: GENERAL,2024,MÉXICO,58.0
EDITORIAL COMERCIAL,ITALIANO,EDITORES MEXICANOS UNIDOS,820 - LITERATURA INGLESA E INGLESA ANTIGUA,2017,MÉXICO,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORES MEXICANOS UNIDOS,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2018,MÉXICO,2.0
EDITORIAL COMERCIAL,ITALIANO,EDITORES MEXICANOS UNIDOS,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2019,MÉXICO,2.0
EDITORIAL COMERCIAL,ITALIANO,EDITORES MEXICANOS UNIDOS,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2020,MÉXICO,7.0
EDITORIAL COMERCIAL,ITALIANO,EDITORES MEXICANOS UNIDOS,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2021,MÉXICO,6.0
EDITORIAL COMERCIAL,ITALIANO,EDITORES MEXICANOS UNIDOS,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2022,MÉXICO,6.0
EDITORIAL COMERCIAL,ITALIANO,EDITORES MEXICANOS UNIDOS,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2024,MÉXICO,5.0
EDITORIAL COMERCIAL,ITALIANO,EDITORIAL 3600,800 - LITERATURA Y RETÓRICA: GENERAL,2010,BOLIVIA,2.0
EDITORIAL COMERCIAL,ITALIANO,EDITORIAL 3600,800 - LITERATURA Y RETÓRICA: GENERAL,2012,BOLIVIA,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORIAL 3600,800 - LITERATURA Y RETÓRICA: GENERAL,2016,BOLIVIA,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORIAL AMANUTA LIMITADA,800 - LITERATURA Y RETÓRICA: GENERAL,2023,CHILE,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORIAL AMANUTA LIMITADA,800 - LITERATURA Y RETÓRICA: GENERAL,2024,CHILE,2.0
EDITORIAL COMERCIAL,ITALIANO,EDITORIAL ATENEA LTDA.,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2017,COLOMBIA,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORIAL ATENEA LTDA.,870 - LITERATURAS LATINAS E ITALIANAS,2023,COLOMBIA,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORIAL BARENHAUS S.R.L.,800 - LITERATURA Y RETÓRICA: GENERAL,2019,ARGENTINA,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORIAL CABALLITO DE ACERO SAS,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2023,COLOMBIA,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORIAL D' MC PHERSON,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2024,PANAMÁ,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORIAL DANTE,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2018,MÉXICO,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORIAL DON BOSCO - LIBRERIAS LNS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2024,ECUADOR,2.0
EDITORIAL COMERCIAL,ITALIANO,EDITORIAL EL ESTILETE C. A.,800 - LITERATURA Y RETÓRICA: GENERAL,2016,VENEZUELA,2.0
EDITORIAL COMERCIAL,ITALIANO,EDITORIAL EL ESTILETE C. A.,800 - LITERATURA Y RETÓRICA: GENERAL,2017,VENEZUELA,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORIAL EL ESTILETE C. A.,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2017,VENEZUELA,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORIAL EL ESTILETE C. A.,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2018,VENEZUELA,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORIAL EL PAI? 1/2S,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2011,BOLIVIA,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORIAL ESCAR S.A.S,800 - LITERATURA Y RETÓRICA: GENERAL,2015,COLOMBIA,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORIAL ESCAR S.A.S,800 - LITERATURA Y RETÓRICA: GENERAL,2017,COLOMBIA,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORIAL GARABATOS,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2014,MÉXICO,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORIAL GARABATOS,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2018,MÉXICO,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORIAL JURIDICA SALVADORENA,800 - LITERATURA Y RETÓRICA: GENERAL,2014,EL SALVADOR,2.0
EDITORIAL COMERCIAL,ITALIANO,EDITORIAL JURIDICA SALVADORENA,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,2014,EL SALVADOR,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORIAL JUVENTUD,800 - LITERATURA Y RETÓRICA: GENERAL,2021,MÉXICO,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORIAL LECTORUM,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2023,MÉXICO,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORIAL LIBRO SALVAJE,800 - LITERATURA Y RETÓRICA: GENERAL,2022,CHILE,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORIAL LIBROSDEMENTIRA LTDA.,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2017,CHILE,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORIAL LIBROSDEMENTIRA LTDA.,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2018,CHILE,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORIAL MANGOS DE HACHA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2014,MÉXICO,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORIAL MULTIMEDIA EDUCATIVA,800 - LITERATURA Y RETÓRICA: GENERAL,2019,MÉXICO,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORIAL OCEANO,800 - LITERATURA Y RETÓRICA: GENERAL,2011,MÉXICO,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORIAL OCEANO,800 - LITERATURA Y RETÓRICA: GENERAL,2013,MÉXICO,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORIAL OCEANO,800 - LITERATURA Y RETÓRICA: GENERAL,2014,MÉXICO,4.0
EDITORIAL COMERCIAL,ITALIANO,EDITORIAL OCEANO,800 - LITERATURA Y RETÓRICA: GENERAL,2018,MÉXICO,3.0
EDITORIAL COMERCIAL,ITALIANO,EDITORIAL OCEANO,800 - LITERATURA Y RETÓRICA: GENERAL,2019,MÉXICO,3.0
EDITORIAL COMERCIAL,ITALIANO,EDITORIAL OCEANO,800 - LITERATURA Y RETÓRICA: GENERAL,2021,MÉXICO,2.0
EDITORIAL COMERCIAL,ITALIANO,EDITORIAL OCEANO,800 - LITERATURA Y RETÓRICA: GENERAL,2024,MÉXICO,2.0
EDITORIAL COMERCIAL,ITALIANO,EDITORIAL OCEANO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,2018,MÉXICO,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORIAL OCEANO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,2019,MÉXICO,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORIAL OCEANO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,2023,MÉXICO,2.0
EDITORIAL COMERCIAL,ITALIANO,EDITORIAL OCEANO,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2014,MÉXICO,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORIAL OCEANO,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2014,MÉXICO,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORIAL OCEANO,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2015,MÉXICO,2.0
EDITORIAL COMERCIAL,ITALIANO,EDITORIAL OCEANO,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2019,MÉXICO,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORIAL OCEANO,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2023,COLOMBIA,2.0
EDITORIAL COMERCIAL,ITALIANO,EDITORIAL OCEANO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2012,MÉXICO,2.0
EDITORIAL COMERCIAL,ITALIANO,EDITORIAL OCEANO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2013,MÉXICO,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORIAL OCEANO,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,2020,COLOMBIA,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORIAL PAPIRO LTDA.-JOSE AUGUSTO AGUIRRE FLOREZ,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2012,COLOMBIA,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORIAL PORRUA,800 - LITERATURA Y RETÓRICA: GENERAL,2017,MÉXICO,4.0
EDITORIAL COMERCIAL,ITALIANO,EDITORIAL PORRUA,800 - LITERATURA Y RETÓRICA: GENERAL,2021,MÉXICO,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORIAL PORRUA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2023,MÉXICO,2.0
EDITORIAL COMERCIAL,ITALIANO,EDITORIAL SEXTO PISO,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2012,MÉXICO,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORIAL SEXTO PISO,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2014,MÉXICO,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORIAL SKLA / JORGE JAVIER VALENCIA QUINTERO,800 - LITERATURA Y RETÓRICA: GENERAL,2022,COLOMBIA,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORIAL SKLA / JORGE JAVIER VALENCIA QUINTERO,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2022,COLOMBIA,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORIAL SKLA / JORGE JAVIER VALENCIA QUINTERO,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2024,COLOMBIA,2.0
EDITORIAL COMERCIAL,ITALIANO,EDITORIAL SKLA-JORGE JAVIER VALENCIA QUINTERO,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2020,COLOMBIA,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORIAL UNA CASA DE CARTON LIMITADA,800 - LITERATURA Y RETÓRICA: GENERAL,2020,CHILE,1.0
EDITORIAL COMERCIAL,ITALIANO,EDITORIAL UNA CASA DE CARTON LIMITADA,800 - LITERATURA Y RETÓRICA: GENERAL,2021,CHILE,1.0
EDITORIAL COMERCIAL,ITALIANO,EDUCA INVENTIA,800 - LITERATURA Y RETÓRICA: GENERAL,2019,MÉXICO,2.0
EDITORIAL COMERCIAL,ITALIANO,EDUCACTIVA,800 - LITERATURA Y RETÓRICA: GENERAL,2011,COLOMBIA,1.0
EDITORIAL COMERCIAL,ITALIANO,EDUCACTIVA,800 - LITERATURA Y RETÓRICA: GENERAL,2013,COLOMBIA,3.0
EDITORIAL COMERCIAL,ITALIANO,EDUCACTIVA,800 - LITERATURA Y RETÓRICA: GENERAL,2019,COLOMBIA,4.0
EDITORIAL COMERCIAL,ITALIANO,EDUCACTIVA,800 - LITERATURA Y RETÓRICA: GENERAL,2019,PERÚ,1.0
EDITORIAL COMERCIAL,ITALIANO,EDUCACTIVA,800 - LITERATURA Y RETÓRICA: GENERAL,2020,COLOMBIA,3.0
EDITORIAL COMERCIAL,ITALIANO,EDUCACTIVA,800 - LITERATURA Y RETÓRICA: GENERAL,2020,PERÚ,1.0
EDITORIAL COMERCIAL,ITALIANO,EDUCACTIVA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2017,PERÚ,3.0
EDITORIAL COMERCIAL,ITALIANO,EDUCACTIVA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2018,COLOMBIA,2.0
EDITORIAL COMERCIAL,ITALIANO,EDUCACTIVA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2020,COLOMBIA,2.0
EDITORIAL COMERCIAL,ITALIANO,EDUCAR EDITORES S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,2013,COLOMBIA,1.0
EDITORIAL COMERCIAL,ITALIANO,EL CUENCO DE PLATA S.R.L.,800 - LITERATURA Y RETÓRICA: GENERAL,2019,ARGENTINA,1.0
EDITORIAL COMERCIAL,ITALIANO,ELEPHAS,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2012,MÉXICO,2.0
EDITORIAL COMERCIAL,ITALIANO,EMPRESA FOLHA DA MANHA S.A.,SIN DATO,2011,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,ENLACE EDITORIAL,800 - LITERATURA Y RETÓRICA: GENERAL,2017,COLOMBIA,7.0
EDITORIAL COMERCIAL,ITALIANO,ENLACE EDITORIAL,800 - LITERATURA Y RETÓRICA: GENERAL,2018,COLOMBIA,9.0
EDITORIAL COMERCIAL,ITALIANO,ENLACE EDITORIAL,800 - LITERATURA Y RETÓRICA: GENERAL,2019,COLOMBIA,1.0
EDITORIAL COMERCIAL,ITALIANO,ENLACE EDITORIAL,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2022,COLOMBIA,2.0
EDITORIAL COMERCIAL,ITALIANO,ESCRITURAS EDITORA DISTRIBUIDORA DE LIVROS LTDA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2014,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,"ESPINOZA BADILLA, JACQUELINE ELENA - CREA EDITORES",800 - LITERATURA Y RETÓRICA: GENERAL,2015,CHILE,1.0
EDITORIAL COMERCIAL,ITALIANO,ESTUDIO DA CAROCHINHA PRODUCAO EDITORIAL LTDA - EPP,800 - LITERATURA Y RETÓRICA: GENERAL,2019,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,ESTUDIO DA CAROCHINHA PRODUCAO EDITORIAL LTDA - EPP,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2017,BRASIL,2.0
EDITORIAL COMERCIAL,ITALIANO,ESTUDIO DA CAROCHINHA PRODUCAO EDITORIAL LTDA - EPP,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2018,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,ESTUDIO DA CAROCHINHA PRODUCAO EDITORIAL LTDA - EPP,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2019,BRASIL,1.0
EDITORIAL COMERCIAL,ITALIANO,FINEO,800 - LITERATURA Y RETÓRICA: GENERAL,2019,MÉXICO,2.0
EDITORIAL COMERCIAL,ITALIANO,FONDO DE CULTURA ECONOMICA CHILE S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,2018,CHILE,1.0
EDITORIAL COMERCIAL,ITALIANO,FONDO DE CULTURA ECONOMICA MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,2015,MÉXICO,4.0
EDITORIAL COMERCIAL,ITALIANO,FONDO DE CULTURA ECONOMICA MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,2016,MÉXICO,2.0
EDITORIAL COMERCIAL,ITALIANO,FONDO DE CULTURA ECONOMICA MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,2017,MÉXICO,1.0
EDITORIAL COMERCIAL,ITALIANO,FONDO DE CULTURA ECONOMICA MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,2024,MÉXICO,1.0
EDITORIAL COMERCIAL,ITALIANO,FONDO DE CULTURA ECONOMICA MEXICO,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2011,MÉXICO,2.0
EDITORIAL COMERCIAL,ITALIANO,FONDO DE CULTURA ECONOMICA MEXICO,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2012,MÉXICO,1.0
EDITORIAL COMERCIAL,ITALIANO,FONDO DE CULTURA ECONOMICA MEXICO,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2015,MÉXICO,2.0
EDITORIAL COMERCIAL,ITALIANO,FONDO DE CULTURA ECONOMICA MEXICO,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2016,MÉXICO,1.0
EDITORIAL COMERCIAL,ITALIANO,FONDO DE CULTURA ECONOMICA MEXICO,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2019,MÉXICO,3.0
EDITORIAL COMERCIAL,ITALIANO,FONDO DE CULTURA ECONOMICA MEXICO,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2021,MÉXICO,8.0
EDITORIAL COMERCIAL,ITALIANO,FONDO DE CULTURA ECONOMICA MEXICO,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2022,MÉXICO,6.0
EDITORIAL COMERCIAL,ITALIANO,FONDO DE CULTURA ECONOMICA MEXICO,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2023,MÉXICO,6.0
EDITORIAL COMERCIAL,ITALIANO,FONDO DE CULTURA ECONOMICA MEXICO,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2024,MÉXICO,2.0
