PAIS,ANO,GRUPO_EDITORIAL_COMPLETO,SUBCATEGORIA.DEWEY,IDIOMA.DEL.ESTANDARIZADO.COMPLETO,CANTIDAD_REGISTROS
COLOMBIA,2025,GRUPO EDITORIAL IBAÑEZ S.A.S,800 - LITERATURA Y RETÓRICA: GENERAL,LATÍN,3.0
COLOMBIA,2025,GRUPO EDITORIAL IBAÑEZ S.A.S,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,ALEMÁN,3.0
COLOMBIA,2025,GRUPO PENTA DISTRIBUIDORES S.A.S,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,1.0
COLOMBIA,2025,GRUPO PENTA DISTRIBUIDORES S.A.S,800 - LITERATURA Y RETÓRICA: GENERAL,GRIEGO,1.0
COLOMBIA,2025,GRUPO PLANETA,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,2.0
COLOMBIA,2025,GRUPO PLANETA,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
COLOMBIA,2025,GRUPO PLANETA,800 - LITERATURA Y RETÓRICA: GENERAL,ITALIANO,2.0
COLOMBIA,2025,GRUPO PLANETA,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
COLOMBIA,2025,GRUPO PLANETA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,ALEMÁN,1.0
COLOMBIA,2025,GRUPO PLANETA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,84.0
COLOMBIA,2025,GRUPO PLANETA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,NEERLANDÉS,1.0
COLOMBIA,2025,GRUPO PLANETA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,SUECO,1.0
COLOMBIA,2025,GRUPO PLANETA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,ALEMÁN,3.0
COLOMBIA,2025,GRUPO PLANETA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,DANÉS,1.0
COLOMBIA,2025,GRUPO PLANETA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,SUECO,1.0
COLOMBIA,2025,GRUPO PLANETA,840 - LITERATURA DE LAS LENGUAS ROMANCES,FRANCÉS,6.0
COLOMBIA,2025,GRUPO PLANETA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,INGLÉS,1.0
COLOMBIA,2025,GRUPO PLANETA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PORTUGUÉS,5.0
COLOMBIA,2025,GRUPO PLANETA,890 - LITERATURAS DE OTRAS LENGUAS,COREANO,2.0
COLOMBIA,2025,GRUPO PLANETA,890 - LITERATURAS DE OTRAS LENGUAS,INGLÉS,2.0
COLOMBIA,2025,GRUPO PLANETA,890 - LITERATURAS DE OTRAS LENGUAS,JAPONÉS,8.0
COLOMBIA,2025,GRUPO SANTILLANA,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,4.0
COLOMBIA,2025,GRUPO SANTILLANA,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,2.0
COLOMBIA,2025,GRUPO SIN FRONTERAS SAS,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,3.0
COLOMBIA,2025,INSTITUTO DISTRITAL DE LAS ARTES,840 - LITERATURA DE LAS LENGUAS ROMANCES,FRANCÉS,2.0
COLOMBIA,2025,INSTITUTO DISTRITAL DE LAS ARTES,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",ITALIANO,2.0
COLOMBIA,2025,"LEWANOW, PEER",830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,ALEMÁN,2.0
COLOMBIA,2025,"LOMBANA PEREZ, WILLIAM ALFONSO",800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,1.0
COLOMBIA,2025,"MARULANDA ROJAS, YULI ANDREA",800 - LITERATURA Y RETÓRICA: GENERAL,CHINO,1.0
COLOMBIA,2025,"MARULANDA ROJAS, YULI ANDREA",800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,1.0
COLOMBIA,2025,"MARULANDA ROJAS, YULI ANDREA",800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,2.0
COLOMBIA,2025,"PAEZ GOMEZ, YINA JOHANNA / DG EDITORES",800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,2.0
COLOMBIA,2025,PALBOOKS INTERNATIONAL S.A.S,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,1.0
COLOMBIA,2025,PALBOOKS INTERNATIONAL S.A.S,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,7.0
COLOMBIA,2025,PANAMERICANA LIBRERIA Y PAPELERIA,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,5.0
COLOMBIA,2025,PANAMERICANA LIBRERIA Y PAPELERIA,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,14.0
COLOMBIA,2025,PANAMERICANA LIBRERIA Y PAPELERIA,800 - LITERATURA Y RETÓRICA: GENERAL,ITALIANO,1.0
COLOMBIA,2025,PANAMERICANA LIBRERIA Y PAPELERIA,800 - LITERATURA Y RETÓRICA: GENERAL,NEERLANDÉS,1.0
COLOMBIA,2025,PANAMERICANA LIBRERIA Y PAPELERIA,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
COLOMBIA,2025,PANAMERICANA LIBRERIA Y PAPELERIA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,1.0
COLOMBIA,2025,PANAMERICANA LIBRERIA Y PAPELERIA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,ALEMÁN,2.0
COLOMBIA,2025,PANAMERICANA LIBRERIA Y PAPELERIA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",ITALIANO,3.0
COLOMBIA,2025,PANAMERICANA LIBRERIA Y PAPELERIA,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,GRIEGO,1.0
COLOMBIA,2025,PENGUIN RANDOM HOUSE,800 - LITERATURA Y RETÓRICA: GENERAL,ALEMÁN,16.0
COLOMBIA,2025,PENGUIN RANDOM HOUSE,800 - LITERATURA Y RETÓRICA: GENERAL,CATALÁN,2.0
COLOMBIA,2025,PENGUIN RANDOM HOUSE,800 - LITERATURA Y RETÓRICA: GENERAL,COREANO,2.0
COLOMBIA,2025,PENGUIN RANDOM HOUSE,800 - LITERATURA Y RETÓRICA: GENERAL,DANÉS,1.0
COLOMBIA,2025,PENGUIN RANDOM HOUSE,800 - LITERATURA Y RETÓRICA: GENERAL,FINLANDÉS,1.0
COLOMBIA,2025,PENGUIN RANDOM HOUSE,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,11.0
COLOMBIA,2025,PENGUIN RANDOM HOUSE,800 - LITERATURA Y RETÓRICA: GENERAL,GRIEGO,2.0
COLOMBIA,2025,PENGUIN RANDOM HOUSE,800 - LITERATURA Y RETÓRICA: GENERAL,HÚNGARO,2.0
COLOMBIA,2025,PENGUIN RANDOM HOUSE,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,222.0
COLOMBIA,2025,PENGUIN RANDOM HOUSE,800 - LITERATURA Y RETÓRICA: GENERAL,ITALIANO,12.0
COLOMBIA,2025,PENGUIN RANDOM HOUSE,800 - LITERATURA Y RETÓRICA: GENERAL,JAPONÉS,11.0
COLOMBIA,2025,PENGUIN RANDOM HOUSE,800 - LITERATURA Y RETÓRICA: GENERAL,LATÍN,3.0
COLOMBIA,2025,PENGUIN RANDOM HOUSE,800 - LITERATURA Y RETÓRICA: GENERAL,NEERLANDÉS,1.0
COLOMBIA,2025,PENGUIN RANDOM HOUSE,800 - LITERATURA Y RETÓRICA: GENERAL,NORUEGO,3.0
COLOMBIA,2025,PENGUIN RANDOM HOUSE,800 - LITERATURA Y RETÓRICA: GENERAL,POLACO,1.0
COLOMBIA,2025,PENGUIN RANDOM HOUSE,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,4.0
COLOMBIA,2025,PENGUIN RANDOM HOUSE,800 - LITERATURA Y RETÓRICA: GENERAL,RUSO,4.0
COLOMBIA,2025,PENGUIN RANDOM HOUSE,800 - LITERATURA Y RETÓRICA: GENERAL,SUECO,1.0
COLOMBIA,2025,PENGUIN RANDOM HOUSE,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,1.0
COLOMBIA,2025,PENGUIN RANDOM HOUSE,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",ITALIANO,1.0
COLOMBIA,2025,PLAZA & JANES EDITORES,800 - LITERATURA Y RETÓRICA: GENERAL,ALEMÁN,2.0
COLOMBIA,2025,PLAZA & JANES EDITORES,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,1.0
COLOMBIA,2025,POKLONKA EDITORES (PLE) SAS,890 - LITERATURAS DE OTRAS LENGUAS,RUSO,2.0
COLOMBIA,2025,"RAMIREZ GOMEZ, MAURICIO",840 - LITERATURA DE LAS LENGUAS ROMANCES,FRANCÉS,1.0
COLOMBIA,2025,REY NARANJO EDITORES S.A.S,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,2.0
COLOMBIA,2025,RICHMOND PUBLISHING,800 - LITERATURA Y RETÓRICA: GENERAL,ALEMÁN,1.0
COLOMBIA,2025,RICHMOND PUBLISHING,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,7.0
COLOMBIA,2025,RICHMOND PUBLISHING,800 - LITERATURA Y RETÓRICA: GENERAL,ITALIANO,1.0
COLOMBIA,2025,RICHMOND PUBLISHING,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
COLOMBIA,2025,"SAGANOME ACEVEDO, JIMMY",800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,2.0
COLOMBIA,2025,"SANCHEZ MARTINEZ, JUAN GUILLERMO",890 - LITERATURAS DE OTRAS LENGUAS,INGLÉS,1.0
COLOMBIA,2025,SANTA BARBARA EDITORES E.U.,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,INGLÉS,1.0
COLOMBIA,2025,SIGLO DEL HOMBRE EDITORES LTDA,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,4.0
COLOMBIA,2025,SILABA EDITORES SAS,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,ALEMÁN,2.0
COLOMBIA,2025,SILABA EDITORES SAS,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",ITALIANO,2.0
COLOMBIA,2025,"SMITH ARBELAEZ, RICARDO ANDRES",800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,1.0
COLOMBIA,2025,SUSAETA EDICIONES S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
COLOMBIA,2025,TALLER DE EDICION ROCCA S.A.S.,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,1.0
COLOMBIA,2025,TINTA CLUB DEL LIBRO SAS,800 - LITERATURA Y RETÓRICA: GENERAL,ALEMÁN,1.0
COLOMBIA,2025,TINTA CLUB DEL LIBRO SAS,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,1.0
COLOMBIA,2025,TINTA CLUB DEL LIBRO SAS,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,5.0
COLOMBIA,2025,TINTA CLUB DEL LIBRO SAS,800 - LITERATURA Y RETÓRICA: GENERAL,JAPONÉS,2.0
COLOMBIA,2025,UNIVERSIDAD ANTONIO NARIÑO,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",ITALIANO,2.0
COLOMBIA,2025,UNIVERSIDAD DE LOS ANDES,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,INGLÉS,3.0
COLOMBIA,2025,UNIVERSIDAD DE LOS ANDES,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PORTUGUÉS,3.0
COLOMBIA,2025,UNIVERSIDAD DE LOS ANDES,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,GRIEGO,3.0
COLOMBIA,2025,UNIVERSIDAD DE LOS ANDES,890 - LITERATURAS DE OTRAS LENGUAS,ÁRABE,3.0
COLOMBIA,2025,UNIVERSIDAD DEL MAGDALENA,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,1.0
COLOMBIA,2025,UNIVERSIDAD NACIONAL DE COLOMBIA,840 - LITERATURA DE LAS LENGUAS ROMANCES,FRANCÉS,2.0
COLOMBIA,2025,UNIVERSIDAD NACIONAL DE COLOMBIA,890 - LITERATURAS DE OTRAS LENGUAS,FRANCÉS,2.0
COLOMBIA,2025,"VARGAS TOVAR, CATALINA",820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,1.0
COSTA RICA,2023,FUNDACION CASA DE POESIA,800 - LITERATURA Y RETÓRICA: GENERAL,CHINO,1.0
COSTA RICA,2023,FUNDACION CASA DE POESIA,800 - LITERATURA Y RETÓRICA: GENERAL,NAHUATL,1.0
COSTA RICA,2023,FUNDACION CASA DE POESIA,800 - LITERATURA Y RETÓRICA: GENERAL,ÁRABE,2.0
COSTA RICA,2024,FUNDACION CASA DE POESIA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,1.0
COSTA RICA,2024,"RICHMOND PORTUGUEZ, LUIS ALONSO",890 - LITERATURAS DE OTRAS LENGUAS,JAPONÉS,1.0
COSTA RICA,2024,UNIVERSIDAD NACIONAL,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",ITALIANO,2.0
COSTA RICA,2024,URUK EDITORES,840 - LITERATURA DE LAS LENGUAS ROMANCES,FRANCÉS,1.0
COSTA RICA,2025,ESTUDIO G DISEÑO EDITORIAL S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,1.0
COSTA RICA,2025,PERRO AZUL,890 - LITERATURAS DE OTRAS LENGUAS,INGLÉS,1.0
CUBA,2023,EDICIONES HOLGUIN,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
CUBA,2023,EDITORIAL ARTE Y LITERATURA,890 - LITERATURAS DE OTRAS LENGUAS,JAPONÉS,1.0
CUBA,2023,EDITORIAL ARTE Y LITERATURA,890 - LITERATURAS DE OTRAS LENGUAS,RUSO,2.0
CUBA,2023,EDITORIAL ORIENTE,890 - LITERATURAS DE OTRAS LENGUAS,INGLÉS,1.0
CUBA,2023,FONDO EDITORIAL CASA DE LAS AMERICAS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PORTUGUÉS,1.0
CUBA,2024,CUBALITERARIA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PORTUGUÉS,2.0
CUBA,2024,EDICIONES ALDABON,800 - LITERATURA Y RETÓRICA: GENERAL,CHINO,1.0
CUBA,2024,EDICIONES ALDABON,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,2.0
CUBA,2024,EDICIONES HOLGUIN,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PORTUGUÉS,1.0
CUBA,2024,EDICIONES LA LUZ,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,2.0
CUBA,2024,EDICIONES SANTIAGO,890 - LITERATURAS DE OTRAS LENGUAS,INGLÉS,2.0
CUBA,2024,EDITORIAL ARTE Y LITERATURA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PORTUGUÉS,2.0
CUBA,2024,EDITORIAL ORIENTE,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,1.0
CUBA,2025,CUBALITERARIA,890 - LITERATURAS DE OTRAS LENGUAS,INGLÉS,4.0
CUBA,2025,EDICIONES MATANZAS,890 - LITERATURAS DE OTRAS LENGUAS,INGLÉS,1.0
CUBA,2025,EDICIONES SANTIAGO,800 - LITERATURA Y RETÓRICA: GENERAL,ITALIANO,2.0
CUBA,2025,EDICIONES SANTIAGO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,INGLÉS,2.0
CUBA,2025,EDITORIAL ARTE Y LITERATURA,840 - LITERATURA DE LAS LENGUAS ROMANCES,FRANCÉS,2.0
CUBA,2025,EDITORIAL ARTE Y LITERATURA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",ITALIANO,2.0
CUBA,2025,EDITORIAL ARTE Y LITERATURA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PORTUGUÉS,2.0
CUBA,2025,EDITORIAL ARTE Y LITERATURA,890 - LITERATURAS DE OTRAS LENGUAS,RUSO,1.0
CUBA,2025,EDITORIAL ORIENTE,840 - LITERATURA DE LAS LENGUAS ROMANCES,FRANCÉS,1.0
CUBA,2025,FONDO EDITORIAL CASA DE LAS AMERICAS,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
CUBA,2025,FONDO EDITORIAL CASA DE LAS AMERICAS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PORTUGUÉS,1.0
ECUADOR,2023,"CORNEJO UBILLUS, MARCO ANTONIO",860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,RUSO,1.0
ECUADOR,2023,CORPORACION EUGENIO ESPEJO POR EL LIBRO Y LA CULTURA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,3.0
ECUADOR,2023,CORPORACION EUGENIO ESPEJO POR EL LIBRO Y LA CULTURA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,ALEMÁN,1.0
ECUADOR,2023,CORPORACION EUGENIO ESPEJO POR EL LIBRO Y LA CULTURA,890 - LITERATURAS DE OTRAS LENGUAS,INGLÉS,1.0
ECUADOR,2023,"ECHEVERRIA VAREA, JOSE ALEJANDRO",890 - LITERATURAS DE OTRAS LENGUAS,INGLÉS,1.0
ECUADOR,2023,EDITORIAL ALECTRION,840 - LITERATURA DE LAS LENGUAS ROMANCES,FRANCÉS,1.0
ECUADOR,2023,OQUENDO JAVIER - EL ANGEL EDITOR,890 - LITERATURAS DE OTRAS LENGUAS,CHINO,1.0
ECUADOR,2023,OQUENDO JAVIER - EL ANGEL EDITOR,890 - LITERATURAS DE OTRAS LENGUAS,INGLÉS,1.0
ECUADOR,2024,CACTUS PINK,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,INGLÉS,1.0
ECUADOR,2024,EDICIONES ABYA-YALA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,INGLÉS,1.0
ECUADOR,2024,EDITORIAL DON BOSCO - LIBRERIAS LNS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,FRANCÉS,1.0
ECUADOR,2024,EDITORIAL DON BOSCO - LIBRERIAS LNS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,INGLÉS,1.0
ECUADOR,2024,EDITORIAL DON BOSCO - LIBRERIAS LNS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ITALIANO,2.0
ECUADOR,2024,UNIVERSIDAD SAN FRANCISCO DE QUITO - USFQ,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
ECUADOR,2025,EDITORIAL DON BOSCO - LIBRERIAS LNS,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,1.0
ECUADOR,2025,EDITORIAL DON BOSCO - LIBRERIAS LNS,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,3.0
ECUADOR,2025,EDITORIAL DON BOSCO - LIBRERIAS LNS,800 - LITERATURA Y RETÓRICA: GENERAL,ITALIANO,1.0
ECUADOR,2025,EDITORIAL DON BOSCO - LIBRERIAS LNS,800 - LITERATURA Y RETÓRICA: GENERAL,RUSO,1.0
ECUADOR,2025,EDITORIAL DON BOSCO - LIBRERIAS LNS,890 - LITERATURAS DE OTRAS LENGUAS,INGLÉS,1.0
ECUADOR,2025,FUNDACION RECODO PRESS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PORTUGUÉS,1.0
ECUADOR,2025,LEAMAS EDITORES,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,INGLÉS,1.0
ECUADOR,2025,ONI GRUPO EDITORIAL,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
ECUADOR,2025,OQUENDO JAVIER - EL ANGEL EDITOR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CATALÁN,1.0
EL SALVADOR,2025,EDITORIAL UNIVERSIDAD DON BOSCO,800 - LITERATURA Y RETÓRICA: GENERAL,ITALIANO,2.0
GUATEMALA,2023,"CRONOPIOS, S.A.",860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,INGLÉS,1.0
GUATEMALA,2023,F&G EDITORES DE GUATEMALA SOCIEDAD ANONIMA,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
GUATEMALA,2023,GARE DE CREACION,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
GUATEMALA,2023,"PONCE JUAREZ, GANDHI EMANUEL",820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,1.0
GUATEMALA,2023,"SOPHOS, S.A.",820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,1.0
GUATEMALA,2024,GARE DE CREACION,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
GUATEMALA,2025,"VASQUEZ VELASQUEZ, RENATO",800 - LITERATURA Y RETÓRICA: GENERAL,POLACO,3.0
MÉXICO,2023,ADVANCED MARKETING,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,24.0
MÉXICO,2023,AGENCIA PROMOTORA DE PUBLICACIONES,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,13.0
MÉXICO,2023,"ALBOREZ GARCIA,RICARDO",800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,5.0
MÉXICO,2023,"ALBOREZ GARCIA,RICARDO",800 - LITERATURA Y RETÓRICA: GENERAL,ITALIANO,1.0
MÉXICO,2023,"ALBOREZ GARCIA,RICARDO",820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,1.0
MÉXICO,2023,"ALBOREZ GARCIA,RICARDO",840 - LITERATURA DE LAS LENGUAS ROMANCES,FRANCÉS,2.0
MÉXICO,2023,"ALBOREZ GARCIA,RICARDO",840 - LITERATURA DE LAS LENGUAS ROMANCES,INGLÉS,1.0
MÉXICO,2023,ALBOROTO EDICIONES,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
MÉXICO,2023,ALBOROTO EDICIONES,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",ITALIANO,2.0
MÉXICO,2023,ALBOROTO EDICIONES,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PORTUGUÉS,1.0
MÉXICO,2023,ALMADIA EDICIONES,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,2.0
MÉXICO,2023,ALMADIA EDICIONES,890 - LITERATURAS DE OTRAS LENGUAS,CHINO,2.0
MÉXICO,2023,AQUELARRE EDICIONES,840 - LITERATURA DE LAS LENGUAS ROMANCES,FRANCÉS,1.0
MÉXICO,2023,ARTE Y ESCENA EDICIONES,840 - LITERATURA DE LAS LENGUAS ROMANCES,FRANCÉS,1.0
MÉXICO,2023,AUIEO EDICIONES,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,ALEMÁN,1.0
MÉXICO,2023,BAUTISTA LOZANO TAYDE,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
MÉXICO,2023,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,2.0
MÉXICO,2023,BERNAL FIGUEROA JOSE DAVID,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,1.0
MÉXICO,2023,BONILLA ARTIGAS EDITORES,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,1.0
MÉXICO,2023,BONILLA DISTRIBUCION Y EDICION,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,3.0
MÉXICO,2023,CANTA MARES CASA EDITORIAL,840 - LITERATURA DE LAS LENGUAS ROMANCES,FRANCÉS,3.0
MÉXICO,2023,CHORA ARMANDO MIXCOAC,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PORTUGUÉS,1.0
MÉXICO,2023,CIDCLI,800 - LITERATURA Y RETÓRICA: GENERAL,TURCO,1.0
MÉXICO,2023,"DORANTES BAUTISTA, JAVIER EDUARDO",820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,1.0
MÉXICO,2023,E.T.C.D.E.V. ESTUDIANTES O TRABAJADORES CIEGOS Y DEBILES VISUALES DEL ESTADO DE VERACRUZ,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,FRANCÉS,1.0
MÉXICO,2023,EDICIONES DEL LIRIO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,1.0
MÉXICO,2023,EDICIONES DEL LIRIO,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,ALEMÁN,1.0
MÉXICO,2023,EDICIONES DOS PUNTOS,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,5.0
MÉXICO,2023,EDICIONES DOS PUNTOS,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,6.0
MÉXICO,2023,EDICIONES DOS PUNTOS,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,ALEMÁN,1.0
MÉXICO,2023,EDICIONES DOS PUNTOS,840 - LITERATURA DE LAS LENGUAS ROMANCES,FRANCÉS,1.0
MÉXICO,2023,EDICIONES ILCSA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,9.0
MÉXICO,2023,EDICIONES ILCSA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,ALEMÁN,2.0
MÉXICO,2023,EDICIONES ILCSA,840 - LITERATURA DE LAS LENGUAS ROMANCES,FRANCÉS,2.0
MÉXICO,2023,EDICIONES ILCSA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",ITALIANO,1.0
MÉXICO,2023,EDICIONES LAROUSSE,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,8.0
MÉXICO,2023,EDICIONES LAROUSSE,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,12.0
MÉXICO,2023,EDICIONES SELECTAS DIAMANTE,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,2.0
MÉXICO,2023,EDICIONES SIN NOMBRE,890 - LITERATURAS DE OTRAS LENGUAS,RUSO,1.0
MÉXICO,2023,EDICIONES URANO,890 - LITERATURAS DE OTRAS LENGUAS,INGLÉS,162.0
MÉXICO,2023,EDICIONES URANO,890 - LITERATURAS DE OTRAS LENGUAS,ITALIANO,2.0
MÉXICO,2023,EDICIONESAKAL MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,3.0
MÉXICO,2023,EDICIONESAKAL MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,JAPONÉS,3.0
MÉXICO,2023,EDITORES MEXICANOS UNIDOS,800 - LITERATURA Y RETÓRICA: GENERAL,CHINO,1.0
MÉXICO,2023,EDITORES MEXICANOS UNIDOS,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,2.0
MÉXICO,2023,EDITORES MEXICANOS UNIDOS,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,21.0
MÉXICO,2023,EDITORES MEXICANOS UNIDOS,800 - LITERATURA Y RETÓRICA: GENERAL,ITALIANO,4.0
MÉXICO,2023,EDITORES MEXICANOS UNIDOS,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,48.0
MÉXICO,2023,EDITORES MEXICANOS UNIDOS,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,ALEMÁN,4.0
