PAIS,ANO,GRUPO_EDITORIAL_COMPLETO,SUBCATEGORIA.DEWEY,IDIOMA.DEL.ESTANDARIZADO.COMPLETO,CANTIDAD_REGISTROS
COLOMBIA,2024,COMERCIALIZADORA CONO SUR LTDA,890 - LITERATURAS DE OTRAS LENGUAS,JAPONÉS,2.0
COLOMBIA,2024,DADO DISENO PARA TODOS SAS,840 - LITERATURA DE LAS LENGUAS ROMANCES,FRANCÉS,1.0
COLOMBIA,2024,"DIAZ PINTO, JAVIER",800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
COLOMBIA,2024,DIFUSORA LAROUSSE DE COLOMBIA LTDA.,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,9.0
COLOMBIA,2024,EDICIONES FONDO DE CULTURA ECONOMICA S.A.S.,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
COLOMBIA,2024,EDICIONES FONDO DE CULTURA ECONOMICA S.A.S.,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,1.0
COLOMBIA,2024,EDICIONES FONDO DE CULTURA ECONOMICA S.A.S.,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PORTUGUÉS,4.0
COLOMBIA,2024,EDICIONES FONDO DE CULTURA ECONOMICA S.A.S.,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,GRIEGO,1.0
COLOMBIA,2024,EDICIONES URANO,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,4.0
COLOMBIA,2024,EDICIONES VESTIGIO SAS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PORTUGUÉS,2.0
COLOMBIA,2024,EDITORIAL AULA DE HUMANIDADES SAS,800 - LITERATURA Y RETÓRICA: GENERAL,RUSO,2.0
COLOMBIA,2024,EDITORIAL BLANCO Y NEGRO S.A.S,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,15.0
COLOMBIA,2024,EDITORIAL BLANCO Y NEGRO S.A.S,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",INGLÉS,1.0
COLOMBIA,2024,EDITORIAL GROW SAS,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,2.0
COLOMBIA,2024,EDITORIAL GROW SAS,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,10.0
COLOMBIA,2024,EDITORIAL OCEANO,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,ALEMÁN,1.0
COLOMBIA,2024,EDITORIAL OCEANO,890 - LITERATURAS DE OTRAS LENGUAS,COREANO,1.0
COLOMBIA,2024,EDITORIAL OCEANO,890 - LITERATURAS DE OTRAS LENGUAS,INGLÉS,1.0
COLOMBIA,2024,EDITORIAL SKLA / JORGE JAVIER VALENCIA QUINTERO,800 - LITERATURA Y RETÓRICA: GENERAL,ALEMÁN,4.0
COLOMBIA,2024,EDITORIAL SKLA / JORGE JAVIER VALENCIA QUINTERO,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,1.0
COLOMBIA,2024,EDITORIAL SKLA / JORGE JAVIER VALENCIA QUINTERO,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,8.0
COLOMBIA,2024,EDITORIAL SKLA / JORGE JAVIER VALENCIA QUINTERO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,9.0
COLOMBIA,2024,EDITORIAL SKLA / JORGE JAVIER VALENCIA QUINTERO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,LATÍN,1.0
COLOMBIA,2024,EDITORIAL SKLA / JORGE JAVIER VALENCIA QUINTERO,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,ALEMÁN,2.0
COLOMBIA,2024,EDITORIAL SKLA / JORGE JAVIER VALENCIA QUINTERO,840 - LITERATURA DE LAS LENGUAS ROMANCES,FRANCÉS,4.0
COLOMBIA,2024,EDITORIAL SKLA / JORGE JAVIER VALENCIA QUINTERO,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",ITALIANO,2.0
COLOMBIA,2024,EDITORIAL SKLA / JORGE JAVIER VALENCIA QUINTERO,890 - LITERATURAS DE OTRAS LENGUAS,JAPONÉS,1.0
COLOMBIA,2024,EDITORIAL SKLA / JORGE JAVIER VALENCIA QUINTERO,890 - LITERATURAS DE OTRAS LENGUAS,RUSO,8.0
COLOMBIA,2024,EDITORIAL TIEMPO DE LEER SAS,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
COLOMBIA,2024,EDUCACTIVA,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,2.0
COLOMBIA,2024,EDUCACTIVA,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,2.0
COLOMBIA,2024,EL SALMON EDITORES,800 - LITERATURA Y RETÓRICA: GENERAL,NEERLANDÉS,2.0
COLOMBIA,2024,ENLACE EDITORIAL,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,41.0
COLOMBIA,2024,FAVILA EDITORIAL SAS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PORTUGUÉS,1.0
COLOMBIA,2024,FUNDACION ARTIMANA,890 - LITERATURAS DE OTRAS LENGUAS,INGLÉS,1.0
COLOMBIA,2024,FUNDACION CIRCULO ABIERTO,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
COLOMBIA,2024,FUNDACION CULTURAL FANUS,800 - LITERATURA Y RETÓRICA: GENERAL,PERSA,2.0
COLOMBIA,2024,FUNDACION SECRETOS PARA CONTAR,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,1.0
COLOMBIA,2024,FUNDACION TEATRO MUSICAL LATINOAMERICANO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,1.0
COLOMBIA,2024,FUNDACION UNIVERSIDAD DE BOGOTA JORGE TADEO LOZANO,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,2.0
COLOMBIA,2024,FUNDACION UNIVERSIDAD DE BOGOTA JORGE TADEO LOZANO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,2.0
COLOMBIA,2024,GAMAR EDITORES COMUNICACION EDITORIAL E.U.,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",ITALIANO,1.0
COLOMBIA,2024,"GIRALDO DUQUE, CRISTIAN CAMILO",840 - LITERATURA DE LAS LENGUAS ROMANCES,FRANCÉS,1.0
COLOMBIA,2024,"GIRALDO DUQUE, CRISTIAN CAMILO","850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",ITALIANO,2.0
COLOMBIA,2024,GLOBAL´S EDICIONES S.A.S,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,2.0
COLOMBIA,2024,GLOBAL´S EDICIONES S.A.S,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,2.0
COLOMBIA,2024,GRUPO EDITORIAL BOOKHUNTERS SAS,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
COLOMBIA,2024,GRUPO EDITORIAL BOOKHUNTERS SAS,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,1.0
COLOMBIA,2024,GRUPO PLANETA,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,3.0
COLOMBIA,2024,GRUPO PLANETA,800 - LITERATURA Y RETÓRICA: GENERAL,ITALIANO,6.0
COLOMBIA,2024,GRUPO PLANETA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,ALEMÁN,1.0
COLOMBIA,2024,GRUPO PLANETA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,CHECO,2.0
COLOMBIA,2024,GRUPO PLANETA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,76.0
COLOMBIA,2024,GRUPO PLANETA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,SUECO,2.0
COLOMBIA,2024,GRUPO PLANETA,840 - LITERATURA DE LAS LENGUAS ROMANCES,FRANCÉS,4.0
COLOMBIA,2024,GRUPO PLANETA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",ITALIANO,2.0
COLOMBIA,2024,GRUPO PLANETA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CHECO,1.0
COLOMBIA,2024,GRUPO PLANETA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,INGLÉS,4.0
COLOMBIA,2024,GRUPO PLANETA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ITALIANO,1.0
COLOMBIA,2024,GRUPO PLANETA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PORTUGUÉS,2.0
COLOMBIA,2024,GRUPO PLANETA,890 - LITERATURAS DE OTRAS LENGUAS,INGLÉS,2.0
COLOMBIA,2024,GRUPO PLANETA,890 - LITERATURAS DE OTRAS LENGUAS,JAPONÉS,4.0
COLOMBIA,2024,GRUPO SIN FRONTERAS SAS,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,23.0
COLOMBIA,2024,"HEREDIA DIAZ, CAROLINA",800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
COLOMBIA,2024,INSTITUTO DISTRITAL DE LAS ARTES,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,2.0
COLOMBIA,2024,INSTITUTO DISTRITAL DE LAS ARTES,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,2.0
COLOMBIA,2024,IVAN HERNANDEZ ARBELAEZ,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,ALEMÁN,1.0
COLOMBIA,2024,IVAN HERNANDEZ ARBELAEZ,890 - LITERATURAS DE OTRAS LENGUAS,INGLÉS,2.0
COLOMBIA,2024,"JIMENEZ, NICOLAS",800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
COLOMBIA,2024,"JIMENEZ, NICOLAS",820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,2.0
COLOMBIA,2024,LATINTA EDITORIAL,800 - LITERATURA Y RETÓRICA: GENERAL,HINDÍ,1.0
COLOMBIA,2024,LIBROS DEL FUEGO SAS,800 - LITERATURA Y RETÓRICA: GENERAL,GRIEGO,1.0
COLOMBIA,2024,MO EDICIONES SAS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PORTUGUÉS,1.0
COLOMBIA,2024,"MONTERO GONZALEZ, HENRY STIVEN",800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,8.0
COLOMBIA,2024,NEFANDO. EMPRESA ASOCIATIVA DE TRABAJO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PORTUGUÉS,2.0
COLOMBIA,2024,"NEGRET LOPEZ, GERARDO AUGUSTO",800 - LITERATURA Y RETÓRICA: GENERAL,LATÍN,1.0
COLOMBIA,2024,"NEGRET LOPEZ, GERARDO AUGUSTO",820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,2.0
COLOMBIA,2024,"NEGRET LOPEZ, GERARDO AUGUSTO","850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",ITALIANO,1.0
COLOMBIA,2024,"NEGRET LOPEZ, GERARDO AUGUSTO",870 - LITERATURAS LATINAS E ITALIANAS,LATÍN,1.0
COLOMBIA,2024,"NEGRET LOPEZ, GERARDO AUGUSTO",880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,GRIEGO,1.0
COLOMBIA,2024,"OROZCO GARCES, SAMUEL ALBERTO",800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
COLOMBIA,2024,"PAEZ GOMEZ, YINA JOHANNA / DG EDITORES",820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,1.0
COLOMBIA,2024,PANAMERICANA LIBRERIA Y PAPELERIA,800 - LITERATURA Y RETÓRICA: GENERAL,ESLOVENO,1.0
COLOMBIA,2024,PANAMERICANA LIBRERIA Y PAPELERIA,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,5.0
COLOMBIA,2024,PANAMERICANA LIBRERIA Y PAPELERIA,800 - LITERATURA Y RETÓRICA: GENERAL,GRIEGO,2.0
COLOMBIA,2024,PANAMERICANA LIBRERIA Y PAPELERIA,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,21.0
COLOMBIA,2024,PANAMERICANA LIBRERIA Y PAPELERIA,800 - LITERATURA Y RETÓRICA: GENERAL,ITALIANO,4.0
COLOMBIA,2024,PANAMERICANA LIBRERIA Y PAPELERIA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,14.0
COLOMBIA,2024,PANAMERICANA LIBRERIA Y PAPELERIA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,ALEMÁN,5.0
COLOMBIA,2024,PANAMERICANA LIBRERIA Y PAPELERIA,840 - LITERATURA DE LAS LENGUAS ROMANCES,FRANCÉS,4.0
COLOMBIA,2024,PANAMERICANA LIBRERIA Y PAPELERIA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",ITALIANO,2.0
COLOMBIA,2024,PANAMERICANA LIBRERIA Y PAPELERIA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PORTUGUÉS,1.0
COLOMBIA,2024,PANAMERICANA LIBRERIA Y PAPELERIA,890 - LITERATURAS DE OTRAS LENGUAS,INGLÉS,1.0
COLOMBIA,2024,PENGUIN RANDOM HOUSE,800 - LITERATURA Y RETÓRICA: GENERAL,ALEMÁN,6.0
COLOMBIA,2024,PENGUIN RANDOM HOUSE,800 - LITERATURA Y RETÓRICA: GENERAL,CATALÁN,2.0
COLOMBIA,2024,PENGUIN RANDOM HOUSE,800 - LITERATURA Y RETÓRICA: GENERAL,CHINO,3.0
COLOMBIA,2024,PENGUIN RANDOM HOUSE,800 - LITERATURA Y RETÓRICA: GENERAL,COREANO,3.0
COLOMBIA,2024,PENGUIN RANDOM HOUSE,800 - LITERATURA Y RETÓRICA: GENERAL,DANÉS,1.0
COLOMBIA,2024,PENGUIN RANDOM HOUSE,800 - LITERATURA Y RETÓRICA: GENERAL,FINLANDÉS,1.0
COLOMBIA,2024,PENGUIN RANDOM HOUSE,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,10.0
COLOMBIA,2024,PENGUIN RANDOM HOUSE,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,179.0
COLOMBIA,2024,PENGUIN RANDOM HOUSE,800 - LITERATURA Y RETÓRICA: GENERAL,ITALIANO,10.0
COLOMBIA,2024,PENGUIN RANDOM HOUSE,800 - LITERATURA Y RETÓRICA: GENERAL,JAPONÉS,7.0
COLOMBIA,2024,PENGUIN RANDOM HOUSE,800 - LITERATURA Y RETÓRICA: GENERAL,NEERLANDÉS,5.0
COLOMBIA,2024,PENGUIN RANDOM HOUSE,800 - LITERATURA Y RETÓRICA: GENERAL,NORUEGO,1.0
COLOMBIA,2024,PENGUIN RANDOM HOUSE,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,3.0
COLOMBIA,2024,POKLONKA EDITORES (PLE) SAS,890 - LITERATURAS DE OTRAS LENGUAS,RUSO,3.0
COLOMBIA,2024,RICHMOND PUBLISHING,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,4.0
COLOMBIA,2024,RICHMOND PUBLISHING,800 - LITERATURA Y RETÓRICA: GENERAL,NEERLANDÉS,2.0
COLOMBIA,2024,RICHMOND PUBLISHING,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,4.0
COLOMBIA,2024,"SAGANOME ACEVEDO, JIMMY",800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,9.0
COLOMBIA,2024,SEOFI COLOMBIA SAS,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
COLOMBIA,2024,SIGLO DEL HOMBRE EDITORES LTDA,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,1.0
COLOMBIA,2024,SIGLO DEL HOMBRE EDITORES LTDA,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
COLOMBIA,2024,SIGLO DEL HOMBRE EDITORES LTDA,800 - LITERATURA Y RETÓRICA: GENERAL,NORUEGO,1.0
COLOMBIA,2024,SOFIA EDITORES S.A.S.,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,3.0
COLOMBIA,2024,"SOLORZANO CARDENAS, LAURA SOFIA",800 - LITERATURA Y RETÓRICA: GENERAL,ITALIANO,1.0
COLOMBIA,2024,"SOSA GONZALEZ, MARCO ANTONIO / LA VALIJA DE FUEGO",830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,ALEMÁN,1.0
COLOMBIA,2024,SUSAETA EDICIONES S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,2.0
COLOMBIA,2024,SUSAETA EDICIONES S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
COLOMBIA,2024,TALLER EDITORIAL ISABEL DE CASTILLA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,1.0
COLOMBIA,2024,TANUKI S.A.S,890 - LITERATURAS DE OTRAS LENGUAS,JAPONÉS,2.0
COLOMBIA,2024,TINTA CLUB DEL LIBRO SAS,800 - LITERATURA Y RETÓRICA: GENERAL,ALEMÁN,1.0
COLOMBIA,2024,TINTA CLUB DEL LIBRO SAS,800 - LITERATURA Y RETÓRICA: GENERAL,COREANO,1.0
COLOMBIA,2024,TINTA CLUB DEL LIBRO SAS,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,4.0
COLOMBIA,2024,TINTA CLUB DEL LIBRO SAS,800 - LITERATURA Y RETÓRICA: GENERAL,ITALIANO,1.0
COLOMBIA,2024,TINTA CLUB DEL LIBRO SAS,800 - LITERATURA Y RETÓRICA: GENERAL,JAPONÉS,1.0
COLOMBIA,2024,TINTA CLUB DEL LIBRO SAS,800 - LITERATURA Y RETÓRICA: GENERAL,NEERLANDÉS,1.0
COLOMBIA,2024,"TORRES MORENO, JOSE ARTURO",800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,1.0
COLOMBIA,2024,"TORRES MORENO, JOSE ARTURO",800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
COLOMBIA,2024,TRAGALUZ EDITORES S.A.S.,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
COLOMBIA,2024,TRAGALUZ EDITORES S.A.S.,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PORTUGUÉS,2.0
COLOMBIA,2024,UNIVERSIDAD COOPERATIVA DE COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,2.0
COLOMBIA,2024,UNIVERSIDAD DE LOS ANDES,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,INGLÉS,3.0
COLOMBIA,2024,UNIVERSIDAD DE LOS ANDES,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PORTUGUÉS,2.0
COLOMBIA,2024,UNIVERSIDAD DE LOS ANDES,890 - LITERATURAS DE OTRAS LENGUAS,ÁRABE,3.0
COLOMBIA,2024,UNIVERSIDAD EAFIT,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,4.0
COLOMBIA,2024,UNIVERSIDAD TECNOLOGICA DE BOLIVAR,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,2.0
COLOMBIA,2024,"URIBE HOLGUIN GARCIA REYES, DIEGO",800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
COLOMBIA,2024,"VALDERRAMA ORTIZ, IKARO",820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,1.0
COLOMBIA,2024,"VARGAS TOVAR, CATALINA",860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PORTUGUÉS,1.0
COLOMBIA,2024,"VARGAS TOVAR, CATALINA",890 - LITERATURAS DE OTRAS LENGUAS,CHINO,1.0
COLOMBIA,2024,YARUMO LIBROS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PORTUGUÉS,2.0
COLOMBIA,2025,AMOR VINCIT EDITORES S.A.S.,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,GRIEGO,1.0
COLOMBIA,2025,ANALEMA EDITORIAL SAS,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
COLOMBIA,2025,"ARCILA VALENZUELA, MIGDALIA",800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
COLOMBIA,2025,ARTIFICIO LIBROS S.A.S.,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PORTUGUÉS,1.0
COLOMBIA,2025,"ASENCIO CASALLAS, ALEJANDRO",860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CATALÁN,1.0
COLOMBIA,2025,AVION DE PAPEL S.A.S.,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,4.0
COLOMBIA,2025,AVION DE PAPEL S.A.S.,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,3.0
COLOMBIA,2025,BABEL LIBROS S.A.S.,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,1.0
COLOMBIA,2025,CATAPLUM LIBROS SAS,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
COLOMBIA,2025,CATAPLUM LIBROS SAS,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
COLOMBIA,2025,CHIBALETE EDITORES S.A.S.,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,ALEMÁN,1.0
COLOMBIA,2025,CLU EDITORES S.A.S.,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,2.0
COLOMBIA,2025,CLU EDITORES S.A.S.,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,2.0
COLOMBIA,2025,COMERCIALIZADORA CONO SUR LTDA,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
COLOMBIA,2025,COMERCIALIZADORA CONO SUR LTDA,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,GRIEGO,1.0
COLOMBIA,2025,COMERCIALIZADORA CONO SUR LTDA,890 - LITERATURAS DE OTRAS LENGUAS,INGLÉS,1.0
COLOMBIA,2025,COMERCIALIZADORA CONO SUR LTDA,890 - LITERATURAS DE OTRAS LENGUAS,RUSO,2.0
COLOMBIA,2025,DIFUSORA LAROUSSE DE COLOMBIA LTDA.,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,8.0
COLOMBIA,2025,EDICIONES FONDO DE CULTURA ECONOMICA S.A.S.,800 - LITERATURA Y RETÓRICA: GENERAL,ALEMÁN,2.0
COLOMBIA,2025,EDICIONES FONDO DE CULTURA ECONOMICA S.A.S.,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,1.0
COLOMBIA,2025,EDITORIAL BLANCO Y NEGRO S.A.S,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,4.0
COLOMBIA,2025,EDITORIAL CABALLITO DE ACERO SAS,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,ALEMÁN,1.0
COLOMBIA,2025,EDITORIAL DOMINGO ATRASADO S.A.S,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,SUECO,1.0
COLOMBIA,2025,EDITORIAL DOMINGO ATRASADO S.A.S,890 - LITERATURAS DE OTRAS LENGUAS,POLACO,1.0
COLOMBIA,2025,EDITORIAL ESCARABAJO S.A.S,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,1.0
COLOMBIA,2025,EDITORIAL ESCARABAJO S.A.S,840 - LITERATURA DE LAS LENGUAS ROMANCES,FRANCÉS,1.0
COLOMBIA,2025,EDITORIAL ESCARABAJO S.A.S,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",RUMANO,1.0
COLOMBIA,2025,EDITORIAL ESCARABAJO S.A.S,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,FRANCÉS,1.0
COLOMBIA,2025,EDITORIAL LA OVEJA NEGRA LTDA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,FRANCÉS,1.0
COLOMBIA,2025,EDITORIAL OCEANO,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,4.0
COLOMBIA,2025,EDITORIAL OCEANO,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",ITALIANO,1.0
COLOMBIA,2025,EDITORIAL SKLA / JORGE JAVIER VALENCIA QUINTERO,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,6.0
COLOMBIA,2025,EDITORIAL SKLA / JORGE JAVIER VALENCIA QUINTERO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,12.0
COLOMBIA,2025,EDITORIAL SKLA / JORGE JAVIER VALENCIA QUINTERO,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,ALEMÁN,4.0
COLOMBIA,2025,EDITORIAL SKLA / JORGE JAVIER VALENCIA QUINTERO,840 - LITERATURA DE LAS LENGUAS ROMANCES,FRANCÉS,4.0
COLOMBIA,2025,EDITORIAL SKLA / JORGE JAVIER VALENCIA QUINTERO,890 - LITERATURAS DE OTRAS LENGUAS,RUSO,2.0
COLOMBIA,2025,EDITORIAL ZAINO SAS,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,1.0
COLOMBIA,2025,EDUCACTIVA,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,5.0
COLOMBIA,2025,ELIBROS EDITORIAL SAS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PORTUGUÉS,2.0
COLOMBIA,2025,EMBAJADA DE PORTUGAL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PORTUGUÉS,1.0
COLOMBIA,2025,ENLACE EDITORIAL,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,8.0
COLOMBIA,2025,"FRANCO GALEANO, LUZ EDITH",800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
COLOMBIA,2025,FUNDACION CULTURAL FANUS,800 - LITERATURA Y RETÓRICA: GENERAL,PERSA,1.0
COLOMBIA,2025,FUNDACION PUNDARIKA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PORTUGUÉS,1.0
COLOMBIA,2025,FUNDACION TEATRO MUSICAL LATINOAMERICANO,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,1.0
COLOMBIA,2025,FUNDACION TEATRO MUSICAL LATINOAMERICANO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,6.0
COLOMBIA,2025,FUNDACION TEATRO MUSICAL LATINOAMERICANO,840 - LITERATURA DE LAS LENGUAS ROMANCES,FRANCÉS,2.0
COLOMBIA,2025,FUNDACION UNIVERSIDAD DE BOGOTA JORGE TADEO LOZANO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,2.0
COLOMBIA,2025,FUNDACION UNIVERSIDAD DEL NORTE,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,4.0
COLOMBIA,2025,"GARZON BENITEZ, CRISTIAN CAMILO",820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,1.0
COLOMBIA,2025,GLOBAL´S EDICIONES S.A.S,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
COLOMBIA,2025,GLOBAL´S EDICIONES S.A.S,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,1.0
COLOMBIA,2025,GLOBAL´S EDICIONES S.A.S,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,INGLÉS,1.0
COLOMBIA,2025,GRUPO EDITORIAL IBAÑEZ S.A.S,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,4.0
