PAIS,ANO,GRUPO_EDITORIAL_COMPLETO,SUBCATEGORIA.DEWEY,IDIOMA.ESTANDARIZADO.COMPLETO,CANTIDAD_REGISTROS
BRASIL,2024,CASA DOS MUNDOS,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,3.0
BRASIL,2024,CASA DOS MUNDOS,820 - LITERATURA INGLESA E INGLESA ANTIGUA,SIN IDENTIFICAR,2.0
BRASIL,2024,CASARAO DO VERBO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,SIN IDENTIFICAR,1.0
BRASIL,2024,CITADEL GRUPO EDITORIAL,890 - LITERATURAS DE OTRAS LENGUAS,PORTUGUÉS,1.0
BRASIL,2024,CLASSICOS ZAHAR,810 - LITERATURA AMERICANA EN INGLÉS,SIN IDENTIFICAR,1.0
BRASIL,2024,CLUBE DE AUTORES,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,3.0
BRASIL,2024,COBALTO,810 - LITERATURA AMERICANA EN INGLÉS,SIN IDENTIFICAR,1.0
BRASIL,2024,COMPANHIA DAS LETRAS,800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,1.0
BRASIL,2024,COMPANHIA DAS LETRAS,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,9.0
BRASIL,2024,COMPANHIA DAS LETRAS,810 - LITERATURA AMERICANA EN INGLÉS,ITALIANO,1.0
BRASIL,2024,COMPANHIA DAS LETRAS,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,3.0
BRASIL,2024,COMPANHIA DAS LETRAS,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,1.0
BRASIL,2024,COMPANHIA DAS LETRAS,890 - LITERATURAS DE OTRAS LENGUAS,PORTUGUÉS,2.0
BRASIL,2024,COMPANHIA DAS LETRAS,890 - LITERATURAS DE OTRAS LENGUAS,SIN IDENTIFICAR,2.0
BRASIL,2024,CULTURAL LIVROS E EDITORA,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
BRASIL,2024,CULTURAL LIVROS E EDITORA,810 - LITERATURA AMERICANA EN INGLÉS,FRANCÉS,1.0
BRASIL,2024,CULTURAL LIVROS E EDITORA,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,23.0
BRASIL,2024,CULTURAL LIVROS E EDITORA,810 - LITERATURA AMERICANA EN INGLÉS,SIN IDENTIFICAR,9.0
BRASIL,2024,CULTURAL LIVROS E EDITORA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,2.0
BRASIL,2024,CULTURAL LIVROS E EDITORA,890 - LITERATURAS DE OTRAS LENGUAS,PORTUGUÉS,2.0
BRASIL,2024,CULTURAMA EDITORA E DISTRIBUIDORA,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,1.0
BRASIL,2024,DARKSIDE ENTRETENIMENTO LTDA ME,810 - LITERATURA AMERICANA EN INGLÉS,ESPERANTO,1.0
BRASIL,2024,DARKSIDE ENTRETENIMENTO LTDA ME,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,4.0
BRASIL,2024,DARKSIDE ENTRETENIMENTO LTDA ME,810 - LITERATURA AMERICANA EN INGLÉS,SIN IDENTIFICAR,3.0
BRASIL,2024,DARKSIDE ENTRETENIMENTO LTDA ME,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,1.0
BRASIL,2024,DARKSIDE ENTRETENIMENTO LTDA ME,890 - LITERATURAS DE OTRAS LENGUAS,PORTUGUÉS,1.0
BRASIL,2024,DAVID EDUARDO GONZALEZ BATISTA,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
BRASIL,2024,DL BOOKS EDITORA,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,6.0
BRASIL,2024,EDITORA ALEPH,800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,2.0
BRASIL,2024,EDITORA ALEPH,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,8.0
BRASIL,2024,EDITORA ALEPH,810 - LITERATURA AMERICANA EN INGLÉS,ESPAÑOL,5.0
BRASIL,2024,EDITORA ALEPH,810 - LITERATURA AMERICANA EN INGLÉS,GALLEGO,2.0
BRASIL,2024,EDITORA ALEPH,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,13.0
BRASIL,2024,EDITORA ALEPH,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,2.0
BRASIL,2024,EDITORA ALEPH,820 - LITERATURA INGLESA E INGLESA ANTIGUA,SIN IDENTIFICAR,3.0
BRASIL,2024,EDITORA ALEPH,890 - LITERATURAS DE OTRAS LENGUAS,SIN IDENTIFICAR,2.0
BRASIL,2024,EDITORA ANDARILHO,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
BRASIL,2024,EDITORA ANDARILHO,810 - LITERATURA AMERICANA EN INGLÉS,ESPAÑOL,2.0
BRASIL,2024,EDITORA ANDARILHO,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,6.0
BRASIL,2024,EDITORA ANDARILHO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,2.0
BRASIL,2024,EDITORA ANGEL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PORTUGUÉS,1.0
BRASIL,2024,EDITORA ANGEL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SIN IDENTIFICAR,1.0
BRASIL,2024,EDITORA ARQUEIRO LTDA,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,2.0
BRASIL,2024,EDITORA ARQUEIRO LTDA,810 - LITERATURA AMERICANA EN INGLÉS,ESPAÑOL,5.0
BRASIL,2024,EDITORA ARQUEIRO LTDA,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,81.0
BRASIL,2024,EDITORA ARQUEIRO LTDA,810 - LITERATURA AMERICANA EN INGLÉS,SIN IDENTIFICAR,7.0
BRASIL,2024,EDITORA ARQUEIRO LTDA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,19.0
BRASIL,2024,EDITORA ARQUEIRO LTDA,890 - LITERATURAS DE OTRAS LENGUAS,PORTUGUÉS,2.0
BRASIL,2024,EDITORA ASTROLABIO LTDA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,SIN IDENTIFICAR,1.0
BRASIL,2024,EDITORA BEST SELLER,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
BRASIL,2024,EDITORA BEST SELLER,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,1.0
BRASIL,2024,EDITORA BEZZ,810 - LITERATURA AMERICANA EN INGLÉS,CATALÁN,1.0
BRASIL,2024,EDITORA BEZZ,810 - LITERATURA AMERICANA EN INGLÉS,ESPAÑOL,1.0
BRASIL,2024,EDITORA BEZZ,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,1.0
BRASIL,2024,EDITORA BEZZ,820 - LITERATURA INGLESA E INGLESA ANTIGUA,SIN IDENTIFICAR,1.0
BRASIL,2024,EDITORA BEZZ,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,PORTUGUÉS,1.0
BRASIL,2024,EDITORA BOOKMARKS,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
BRASIL,2024,EDITORA CABANA VERMELHA,810 - LITERATURA AMERICANA EN INGLÉS,ALEMÁN,1.0
BRASIL,2024,EDITORA CABANA VERMELHA,810 - LITERATURA AMERICANA EN INGLÉS,ESPAÑOL,3.0
BRASIL,2024,EDITORA CABANA VERMELHA,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,7.0
BRASIL,2024,EDITORA CABANA VERMELHA,810 - LITERATURA AMERICANA EN INGLÉS,SIN IDENTIFICAR,3.0
BRASIL,2024,EDITORA CABANA VERMELHA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,ITALIANO,1.0
BRASIL,2024,EDITORA CABANA VERMELHA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,3.0
BRASIL,2024,EDITORA CABANA VERMELHA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,SIN IDENTIFICAR,3.0
BRASIL,2024,EDITORA CABRIOLE,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,2.0
BRASIL,2024,EDITORA CABRIOLE,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,5.0
BRASIL,2024,EDITORA DIARIO MACABRO,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,1.0
BRASIL,2024,EDITORA EX MACHINA,810 - LITERATURA AMERICANA EN INGLÉS,SIN IDENTIFICAR,1.0
BRASIL,2024,EDITORA FONTANAR,820 - LITERATURA INGLESA E INGLESA ANTIGUA,ESPAÑOL,1.0
BRASIL,2024,EDITORA FONTANAR,820 - LITERATURA INGLESA E INGLESA ANTIGUA,SIN IDENTIFICAR,1.0
BRASIL,2024,EDITORA GADEL,800 - LITERATURA Y RETÓRICA: GENERAL,SIN IDENTIFICAR,1.0
BRASIL,2024,EDITORA GADEL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,SIN IDENTIFICAR,1.0
BRASIL,2024,EDITORA HEDRA,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
BRASIL,2024,EDITORA HEDRA,810 - LITERATURA AMERICANA EN INGLÉS,ESPAÑOL,1.0
BRASIL,2024,EDITORA HEDRA,810 - LITERATURA AMERICANA EN INGLÉS,EUSKERA,1.0
BRASIL,2024,EDITORA HEDRA,810 - LITERATURA AMERICANA EN INGLÉS,FRANCÉS,1.0
BRASIL,2024,EDITORA HEDRA,810 - LITERATURA AMERICANA EN INGLÉS,GALLEGO,1.0
BRASIL,2024,EDITORA HEDRA,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,6.0
BRASIL,2024,EDITORA HEDRA,810 - LITERATURA AMERICANA EN INGLÉS,SIN IDENTIFICAR,1.0
BRASIL,2024,EDITORA HEDRA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,ESPAÑOL,1.0
BRASIL,2024,EDITORA HEDRA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,2.0
BRASIL,2024,EDITORA HEDRA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,SIN IDENTIFICAR,1.0
BRASIL,2024,EDITORA INCOMPLETA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,1.0
BRASIL,2024,EDITORA INSTANTE,810 - LITERATURA AMERICANA EN INGLÉS,ESPAÑOL,2.0
BRASIL,2024,EDITORA INSTANTE,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,5.0
BRASIL,2024,EDITORA INTRINSECA,810 - LITERATURA AMERICANA EN INGLÉS,CEBUANO,2.0
BRASIL,2024,EDITORA INTRINSECA,810 - LITERATURA AMERICANA EN INGLÉS,ESPAÑOL,2.0
BRASIL,2024,EDITORA INTRINSECA,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,9.0
BRASIL,2024,EDITORA INTRINSECA,810 - LITERATURA AMERICANA EN INGLÉS,SIN IDENTIFICAR,2.0
BRASIL,2024,EDITORA INTRINSECA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,14.0
BRASIL,2024,EDITORA JOSE OLYMPIO,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
BRASIL,2024,EDITORA JOSE OLYMPIO,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,2.0
BRASIL,2024,EDITORA JOSE OLYMPIO,810 - LITERATURA AMERICANA EN INGLÉS,SIN IDENTIFICAR,2.0
BRASIL,2024,EDITORA MELHORAMENTOS,800 - LITERATURA Y RETÓRICA: GENERAL,SIN IDENTIFICAR,2.0
BRASIL,2024,EDITORA MELHORAMENTOS,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,1.0
BRASIL,2024,EDITORA MELHORAMENTOS,820 - LITERATURA INGLESA E INGLESA ANTIGUA,SIN IDENTIFICAR,1.0
BRASIL,2024,EDITORA MORRO BRANCO,800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,4.0
BRASIL,2024,EDITORA MORRO BRANCO,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,3.0
BRASIL,2024,EDITORA MORRO BRANCO,800 - LITERATURA Y RETÓRICA: GENERAL,SIN IDENTIFICAR,2.0
BRASIL,2024,EDITORA MORRO BRANCO,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,1.0
BRASIL,2024,EDITORA MOSTARDA,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,2.0
BRASIL,2024,EDITORA NOS,820 - LITERATURA INGLESA E INGLESA ANTIGUA,ESPAÑOL,1.0
BRASIL,2024,EDITORA NOS,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,3.0
BRASIL,2024,EDITORA PERIN,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,1.0
BRASIL,2024,EDITORA PIPAROTE,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,1.0
BRASIL,2024,EDITORA REVIRAVOLTA,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,2.0
BRASIL,2024,EDITORA REVIRAVOLTA,800 - LITERATURA Y RETÓRICA: GENERAL,SIN IDENTIFICAR,1.0
BRASIL,2024,EDITORA SEXTANTE,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,4.0
BRASIL,2024,EDITORA SEXTANTE,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,2.0
BRASIL,2024,EDITORA SEXTANTE,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,1.0
BRASIL,2024,EDITORA VOZES,890 - LITERATURAS DE OTRAS LENGUAS,PORTUGUÉS,1.0
BRASIL,2024,EDITORA WISH,820 - LITERATURA INGLESA E INGLESA ANTIGUA,ESPAÑOL,1.0
BRASIL,2024,EDITORA WISH,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,3.0
BRASIL,2024,EDITORA WISH,820 - LITERATURA INGLESA E INGLESA ANTIGUA,SIN IDENTIFICAR,2.0
BRASIL,2024,EDITORA WMF MARTINS FONTES,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,2.0
BRASIL,2024,EDITORA WMF MARTINS FONTES,890 - LITERATURAS DE OTRAS LENGUAS,PORTUGUÉS,1.0
BRASIL,2024,ELEFANTE LETRADO SERVICOS EDUCACIONAIS LTDA.,800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,2.0
BRASIL,2024,ELEFANTE LETRADO SERVICOS EDUCACIONAIS LTDA.,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,4.0
BRASIL,2024,ELEFANTE LETRADO SERVICOS EDUCACIONAIS LTDA.,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,2.0
BRASIL,2024,ESTETICA TORTA,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,1.0
BRASIL,2024,EVANDRO DA SILVA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,1.0
BRASIL,2024,FOSFORO,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,2.0
BRASIL,2024,FOSFORO,810 - LITERATURA AMERICANA EN INGLÉS,ESPAÑOL,2.0
BRASIL,2024,FOSFORO,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,3.0
BRASIL,2024,FOSFORO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,2.0
BRASIL,2024,GABRIEL GONCALVES,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,1.0
BRASIL,2024,GALERA JUNIOR,800 - LITERATURA Y RETÓRICA: GENERAL,ITALIANO,1.0
BRASIL,2024,GALERA JUNIOR,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
BRASIL,2024,GALUBA EDITORIAL,810 - LITERATURA AMERICANA EN INGLÉS,ESPAÑOL,1.0
BRASIL,2024,GALUBA EDITORIAL,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,1.0
BRASIL,2024,GINECOSOFIA BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,1.0
BRASIL,2024,GOLDEN BONES EDITORIAL,810 - LITERATURA AMERICANA EN INGLÉS,SIN IDENTIFICAR,1.0
BRASIL,2024,GRACIELA BOTELLA,800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,1.0
BRASIL,2024,GRUPO EDITORIAL FIVE,800 - LITERATURA Y RETÓRICA: GENERAL,POLACO,2.0
BRASIL,2024,GRUPO EDITORIAL FIVE,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
BRASIL,2024,GRUPO EDITORIAL FIVE,810 - LITERATURA AMERICANA EN INGLÉS,ESPAÑOL,11.0
BRASIL,2024,GRUPO EDITORIAL FIVE,810 - LITERATURA AMERICANA EN INGLÉS,POLACO,6.0
BRASIL,2024,GRUPO EDITORIAL FIVE,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,75.0
BRASIL,2024,GRUPO EDITORIAL FIVE,810 - LITERATURA AMERICANA EN INGLÉS,SIN IDENTIFICAR,18.0
BRASIL,2024,GRUPO EDITORIAL RECORD,800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,1.0
BRASIL,2024,GRUPO EDITORIAL RECORD,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,1.0
BRASIL,2024,GRUPO EDITORIAL RECORD,800 - LITERATURA Y RETÓRICA: GENERAL,ITALIANO,1.0
BRASIL,2024,GRUPO EDITORIAL RECORD,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,11.0
BRASIL,2024,GRUPO EDITORIAL RECORD,800 - LITERATURA Y RETÓRICA: GENERAL,SIN IDENTIFICAR,5.0
BRASIL,2024,GRUPO EDITORIAL RECORD,810 - LITERATURA AMERICANA EN INGLÉS,CATALÁN,1.0
BRASIL,2024,GRUPO EDITORIAL RECORD,810 - LITERATURA AMERICANA EN INGLÉS,ESPAÑOL,2.0
BRASIL,2024,GRUPO EDITORIAL RECORD,810 - LITERATURA AMERICANA EN INGLÉS,FRANCÉS,1.0
BRASIL,2024,GRUPO EDITORIAL RECORD,810 - LITERATURA AMERICANA EN INGLÉS,ITALIANO,1.0
BRASIL,2024,GRUPO EDITORIAL RECORD,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,46.0
BRASIL,2024,GRUPO EDITORIAL RECORD,810 - LITERATURA AMERICANA EN INGLÉS,SIN IDENTIFICAR,7.0
BRASIL,2024,GRUPO EDITORIAL RECORD,820 - LITERATURA INGLESA E INGLESA ANTIGUA,ESPAÑOL,1.0
BRASIL,2024,GRUPO EDITORIAL RECORD,820 - LITERATURA INGLESA E INGLESA ANTIGUA,FRANCÉS,1.0
BRASIL,2024,GRUPO EDITORIAL RECORD,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,3.0
BRASIL,2024,GRUPO EDITORIAL RECORD,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PORTUGUÉS,2.0
BRASIL,2024,GRUPO SM,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
BRASIL,2024,GUTENBERG,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,26.0
BRASIL,2024,GUTENBERG,820 - LITERATURA INGLESA E INGLESA ANTIGUA,SIN IDENTIFICAR,3.0
BRASIL,2024,GUTENBERG,890 - LITERATURAS DE OTRAS LENGUAS,SIN IDENTIFICAR,3.0
BRASIL,2024,HARLEQUIN,800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,3.0
BRASIL,2024,HARLEQUIN,800 - LITERATURA Y RETÓRICA: GENERAL,GALLEGO,3.0
BRASIL,2024,HARLEQUIN,800 - LITERATURA Y RETÓRICA: GENERAL,ITALIANO,2.0
BRASIL,2024,HARLEQUIN,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,16.0
BRASIL,2024,HARPERCOLLINS BRASIL,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
BRASIL,2024,HARPERCOLLINS BRASIL,800 - LITERATURA Y RETÓRICA: GENERAL,SIN IDENTIFICAR,1.0
BRASIL,2024,HARPERCOLLINS BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,ESPAÑOL,3.0
BRASIL,2024,HARPERCOLLINS BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,ITALIANO,1.0
BRASIL,2024,HARPERCOLLINS BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,9.0
BRASIL,2024,HARPERCOLLINS BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,SIN IDENTIFICAR,3.0
BRASIL,2024,HARPERCOLLINS BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,GALLEGO,3.0
BRASIL,2024,HARPERCOLLINS BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,8.0
BRASIL,2024,HARPERCOLLINS BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,SIN IDENTIFICAR,5.0
BRASIL,2024,HARPERKIDS,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,14.0
BRASIL,2024,HUGINN & MUNINN,890 - LITERATURAS DE OTRAS LENGUAS,PORTUGUÉS,1.0
BRASIL,2024,HUGINN & MUNINN,890 - LITERATURAS DE OTRAS LENGUAS,SIN IDENTIFICAR,1.0
BRASIL,2024,INQUILINOS PRODUCAO CULTURAL E COMERCIO LTDA,810 - LITERATURA AMERICANA EN INGLÉS,SIN IDENTIFICAR,1.0
BRASIL,2024,JAMBO EDITORA,810 - LITERATURA AMERICANA EN INGLÉS,ESPAÑOL,1.0
BRASIL,2024,JAMBO EDITORA,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,29.0
BRASIL,2024,JAMBO EDITORA,810 - LITERATURA AMERICANA EN INGLÉS,SIN IDENTIFICAR,1.0
BRASIL,2024,JAMBO EDITORA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,ESPAÑOL,1.0
BRASIL,2024,JAMBO EDITORA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,2.0
BRASIL,2024,JAMBO EDITORA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,SIN IDENTIFICAR,4.0
BRASIL,2024,LAFONTE,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,2.0
BRASIL,2024,LAFONTE,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,5.0
BRASIL,2024,LAFONTE,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,14.0
BRASIL,2024,LAFONTE,820 - LITERATURA INGLESA E INGLESA ANTIGUA,SIN IDENTIFICAR,2.0
BRASIL,2024,LAFONTE,890 - LITERATURAS DE OTRAS LENGUAS,PORTUGUÉS,2.0
BRASIL,2024,LAFONTE,890 - LITERATURAS DE OTRAS LENGUAS,SIN IDENTIFICAR,1.0
BRASIL,2024,LEABHAR BOOKS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ALEMÁN,2.0
BRASIL,2024,LEABHAR BOOKS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ESPAÑOL,6.0
BRASIL,2024,LEABHAR BOOKS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GALLEGO,4.0
BRASIL,2024,LEABHAR BOOKS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ITALIANO,2.0
BRASIL,2024,LEABHAR BOOKS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,NORUEGO,2.0
BRASIL,2024,LEABHAR BOOKS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PORTUGUÉS,108.0
BRASIL,2024,LEABHAR BOOKS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SIN IDENTIFICAR,25.0
BRASIL,2024,LEITURINHA S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
BRASIL,2024,LIVRO FALANTE,810 - LITERATURA AMERICANA EN INGLÉS,ESPAÑOL,2.0
BRASIL,2024,LIVRO FALANTE,810 - LITERATURA AMERICANA EN INGLÉS,FINÉS,1.0
BRASIL,2024,LIVRO FALANTE,810 - LITERATURA AMERICANA EN INGLÉS,FRANCÉS,3.0
BRASIL,2024,LIVRO FALANTE,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,19.0
BRASIL,2024,LIVRO FALANTE,810 - LITERATURA AMERICANA EN INGLÉS,SIN IDENTIFICAR,5.0
BRASIL,2024,LIVROS DA ALICE,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
BRASIL,2024,LIVROS DA ALICE,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,1.0
BRASIL,2024,LIVROS DA ALICE,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,2.0
BRASIL,2024,LPM EDITORES,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
BRASIL,2024,LPM EDITORES,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,2.0
BRASIL,2024,LPM EDITORES,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,2.0
BRASIL,2024,LPM EDITORES,820 - LITERATURA INGLESA E INGLESA ANTIGUA,SIN IDENTIFICAR,2.0
BRASIL,2024,LUCI RIVKA RAMOS MENDES,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,1.0
BRASIL,2024,LUZ NEGRA EDITORA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SIN IDENTIFICAR,1.0
BRASIL,2024,MAMBEMBE LIVROS,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,1.0
BRASIL,2024,MARCIA VIDAL CANDIDO FROZZA,800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,1.0
BRASIL,2024,MARCIA VIDAL CANDIDO FROZZA,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
BRASIL,2024,MONDRU EDITORA,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,1.0
BRASIL,2024,NEW ORDER EDITORA,890 - LITERATURAS DE OTRAS LENGUAS,ESPAÑOL,1.0
BRASIL,2024,NEW ORDER EDITORA,890 - LITERATURAS DE OTRAS LENGUAS,GALLEGO,1.0
BRASIL,2024,NEW ORDER EDITORA,890 - LITERATURAS DE OTRAS LENGUAS,PORTUGUÉS,8.0
BRASIL,2024,NEW ORDER EDITORA,890 - LITERATURAS DE OTRAS LENGUAS,SIN IDENTIFICAR,4.0
BRASIL,2024,NOIR EDITORA,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
BRASIL,2024,NOVA FRONTEIRA,810 - LITERATURA AMERICANA EN INGLÉS,ESPAÑOL,2.0
BRASIL,2024,NOVA FRONTEIRA,810 - LITERATURA AMERICANA EN INGLÉS,ITALIANO,1.0
BRASIL,2024,NOVA FRONTEIRA,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,7.0
BRASIL,2024,NOVA FRONTEIRA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,ITALIANO,2.0
