PAIS,ANO,DECILE_LABEL,DECILE_ORDER,PROMEDIO_REGISTROS,DESVIACION_ESTANDAR,CANTIDAD_EDITORIALES,IDIOMA_ORIGEN,CANTIDAD_OBRAS_IDIOMA
MÉXICO,2022,20% - 30%,3,7.33,2.35,9,INGLÉS,28.0
MÉXICO,2022,20% - 30%,3,7.33,2.35,9,FRANCÉS,6.0
MÉXICO,2022,20% - 30%,3,7.33,2.35,9,CHINO,2.0
MÉXICO,2022,20% - 30%,3,7.33,2.35,9,PORTUGUÉS,4.0
MÉXICO,2022,30% - 40%,4,4.22,0.67,9,SUECO,1.0
MÉXICO,2022,30% - 40%,4,4.22,0.67,9,ALEMÁN,1.0
MÉXICO,2022,30% - 40%,4,4.22,0.67,9,NAHUATL,2.0
MÉXICO,2022,30% - 40%,4,4.22,0.67,9,MULTILINGÜE,2.0
MÉXICO,2022,30% - 40%,4,4.22,0.67,9,ESPAÑOL,8.0
MÉXICO,2022,30% - 40%,4,4.22,0.67,9,INGLÉS,12.0
MÉXICO,2022,30% - 40%,4,4.22,0.67,9,FRANCÉS,10.0
MÉXICO,2022,30% - 40%,4,4.22,0.67,9,NORUEGO,1.0
MÉXICO,2022,30% - 40%,4,4.22,0.67,9,CHINO,1.0
MÉXICO,2022,40% - 50%,5,2.56,0.53,9,RUMANO,1.0
MÉXICO,2022,40% - 50%,5,2.56,0.53,9,ITALIANO,1.0
MÉXICO,2022,40% - 50%,5,2.56,0.53,9,RUSO,1.0
MÉXICO,2022,40% - 50%,5,2.56,0.53,9,ALEMÁN,1.0
MÉXICO,2022,40% - 50%,5,2.56,0.53,9,MULTILINGÜE,1.0
MÉXICO,2022,40% - 50%,5,2.56,0.53,9,COREANO,1.0
MÉXICO,2022,40% - 50%,5,2.56,0.53,9,ESPAÑOL,2.0
MÉXICO,2022,40% - 50%,5,2.56,0.53,9,INGLÉS,9.0
MÉXICO,2022,40% - 50%,5,2.56,0.53,9,JAPONÉS,1.0
MÉXICO,2022,40% - 50%,5,2.56,0.53,9,FRANCÉS,3.0
MÉXICO,2022,40% - 50%,5,2.56,0.53,9,CHINO,1.0
MÉXICO,2022,40% - 50%,5,2.56,0.53,9,OTROS,1.0
MÉXICO,2022,50% - 60%,6,2.0,0.0,8,ÁRABE,1.0
MÉXICO,2022,50% - 60%,6,2.0,0.0,8,COREANO,2.0
MÉXICO,2022,50% - 60%,6,2.0,0.0,8,CATALÁN,1.0
MÉXICO,2022,50% - 60%,6,2.0,0.0,8,ESPAÑOL,3.0
MÉXICO,2022,50% - 60%,6,2.0,0.0,8,INGLÉS,7.0
MÉXICO,2022,50% - 60%,6,2.0,0.0,8,FRANCÉS,1.0
MÉXICO,2022,50% - 60%,6,2.0,0.0,8,PORTUGUÉS,1.0
MÉXICO,2022,60% - 70%,7,1.75,0.46,8,ALEMÁN,1.0
MÉXICO,2022,60% - 70%,7,1.75,0.46,8,ESPAÑOL,5.0
MÉXICO,2022,60% - 70%,7,1.75,0.46,8,INGLÉS,5.0
MÉXICO,2022,60% - 70%,7,1.75,0.46,8,FRANCÉS,1.0
MÉXICO,2022,60% - 70%,7,1.75,0.46,8,CHINO,2.0
MÉXICO,2022,70% - 80%,8,1.0,0.0,8,ALEMÁN,1.0
MÉXICO,2022,70% - 80%,8,1.0,0.0,8,ESPAÑOL,1.0
MÉXICO,2022,70% - 80%,8,1.0,0.0,8,INGLÉS,5.0
MÉXICO,2022,70% - 80%,8,1.0,0.0,8,FRANCÉS,1.0
MÉXICO,2022,80% - 90%,9,1.0,0.0,8,ITALIANO,1.0
MÉXICO,2022,80% - 90%,9,1.0,0.0,8,ALEMÁN,1.0
MÉXICO,2022,80% - 90%,9,1.0,0.0,8,ESPAÑOL,2.0
MÉXICO,2022,80% - 90%,9,1.0,0.0,8,INGLÉS,2.0
MÉXICO,2022,80% - 90%,9,1.0,0.0,8,FRANCÉS,1.0
MÉXICO,2022,80% - 90%,9,1.0,0.0,8,PORTUGUÉS,1.0
MÉXICO,2022,90% - 100%,10,1.0,0.0,8,ITALIANO,1.0
MÉXICO,2022,90% - 100%,10,1.0,0.0,8,ESPAÑOL,5.0
MÉXICO,2022,90% - 100%,10,1.0,0.0,8,INGLÉS,1.0
MÉXICO,2022,90% - 100%,10,1.0,0.0,8,PORTUGUÉS,1.0
MÉXICO,2023,Top 10%,1,231.44,287.06,9,RUMANO,1.0
MÉXICO,2023,Top 10%,1,231.44,287.06,9,ITALIANO,30.0
MÉXICO,2023,Top 10%,1,231.44,287.06,9,SUECO,9.0
MÉXICO,2023,Top 10%,1,231.44,287.06,9,RUSO,8.0
MÉXICO,2023,Top 10%,1,231.44,287.06,9,LATÍN,1.0
MÉXICO,2023,Top 10%,1,231.44,287.06,9,GRIEGO,5.0
MÉXICO,2023,Top 10%,1,231.44,287.06,9,ALEMÁN,32.0
MÉXICO,2023,Top 10%,1,231.44,287.06,9,MULTILINGÜE,3.0
MÉXICO,2023,Top 10%,1,231.44,287.06,9,ESPAÑOL,2.0
MÉXICO,2023,Top 10%,1,231.44,287.06,9,INGLÉS,1265.0
MÉXICO,2023,Top 10%,1,231.44,287.06,9,DANÉS,1.0
MÉXICO,2023,Top 10%,1,231.44,287.06,9,JAPONÉS,590.0
MÉXICO,2023,Top 10%,1,231.44,287.06,9,FRANCÉS,82.0
MÉXICO,2023,Top 10%,1,231.44,287.06,9,NORUEGO,8.0
MÉXICO,2023,Top 10%,1,231.44,287.06,9,CHINO,5.0
MÉXICO,2023,Top 10%,1,231.44,287.06,9,PORTUGUÉS,18.0
MÉXICO,2023,Top 10%,1,231.44,287.06,9,OTROS,23.0
MÉXICO,2023,10% - 20%,2,20.44,7.99,9,ITALIANO,4.0
MÉXICO,2023,10% - 20%,2,20.44,7.99,9,SUECO,1.0
MÉXICO,2023,10% - 20%,2,20.44,7.99,9,RUSO,3.0
MÉXICO,2023,10% - 20%,2,20.44,7.99,9,LATÍN,3.0
MÉXICO,2023,10% - 20%,2,20.44,7.99,9,GRIEGO,2.0
MÉXICO,2023,10% - 20%,2,20.44,7.99,9,ALEMÁN,9.0
MÉXICO,2023,10% - 20%,2,20.44,7.99,9,NAHUATL,2.0
MÉXICO,2023,10% - 20%,2,20.44,7.99,9,MULTILINGÜE,3.0
MÉXICO,2023,10% - 20%,2,20.44,7.99,9,ESPAÑOL,1.0
MÉXICO,2023,10% - 20%,2,20.44,7.99,9,INGLÉS,127.0
MÉXICO,2023,10% - 20%,2,20.44,7.99,9,FRANCÉS,21.0
MÉXICO,2023,10% - 20%,2,20.44,7.99,9,PORTUGUÉS,6.0
MÉXICO,2023,10% - 20%,2,20.44,7.99,9,OTROS,2.0
MÉXICO,2023,20% - 30%,3,9.67,2.65,9,RUMANO,3.0
MÉXICO,2023,20% - 30%,3,9.67,2.65,9,ITALIANO,4.0
MÉXICO,2023,20% - 30%,3,9.67,2.65,9,ALEMÁN,3.0
MÉXICO,2023,20% - 30%,3,9.67,2.65,9,ÁRABE,1.0
MÉXICO,2023,20% - 30%,3,9.67,2.65,9,CROATA,1.0
MÉXICO,2023,20% - 30%,3,9.67,2.65,9,ESPAÑOL,8.0
MÉXICO,2023,20% - 30%,3,9.67,2.65,9,INGLÉS,36.0
MÉXICO,2023,20% - 30%,3,9.67,2.65,9,JAPONÉS,7.0
MÉXICO,2023,20% - 30%,3,9.67,2.65,9,FRANCÉS,17.0
MÉXICO,2023,20% - 30%,3,9.67,2.65,9,PORTUGUÉS,7.0
MÉXICO,2023,30% - 40%,4,4.89,0.93,9,MAPUDUNGUN,2.0
MÉXICO,2023,30% - 40%,4,4.89,0.93,9,ITALIANO,5.0
MÉXICO,2023,30% - 40%,4,4.89,0.93,9,ALEMÁN,1.0
MÉXICO,2023,30% - 40%,4,4.89,0.93,9,ESPAÑOL,6.0
MÉXICO,2023,30% - 40%,4,4.89,0.93,9,INGLÉS,17.0
MÉXICO,2023,30% - 40%,4,4.89,0.93,9,JAPONÉS,6.0
MÉXICO,2023,30% - 40%,4,4.89,0.93,9,FRANCÉS,4.0
MÉXICO,2023,30% - 40%,4,4.89,0.93,9,CHINO,2.0
MÉXICO,2023,30% - 40%,4,4.89,0.93,9,PORTUGUÉS,1.0
MÉXICO,2023,40% - 50%,5,3.11,0.33,9,ESPAÑOL,7.0
MÉXICO,2023,40% - 50%,5,3.11,0.33,9,INGLÉS,13.0
MÉXICO,2023,40% - 50%,5,3.11,0.33,9,FRANCÉS,6.0
MÉXICO,2023,40% - 50%,5,3.11,0.33,9,CHINO,2.0
MÉXICO,2023,50% - 60%,6,2.11,0.33,9,RUMANO,1.0
MÉXICO,2023,50% - 60%,6,2.11,0.33,9,SANSCRITO,1.0
MÉXICO,2023,50% - 60%,6,2.11,0.33,9,ALEMÁN,3.0
MÉXICO,2023,50% - 60%,6,2.11,0.33,9,MULTILINGÜE,1.0
MÉXICO,2023,50% - 60%,6,2.11,0.33,9,ESPAÑOL,1.0
MÉXICO,2023,50% - 60%,6,2.11,0.33,9,INGLÉS,9.0
MÉXICO,2023,50% - 60%,6,2.11,0.33,9,FRANCÉS,2.0
MÉXICO,2023,50% - 60%,6,2.11,0.33,9,CHINO,1.0
MÉXICO,2023,60% - 70%,7,1.56,0.53,9,ALEMÁN,1.0
MÉXICO,2023,60% - 70%,7,1.56,0.53,9,ESPAÑOL,2.0
MÉXICO,2023,60% - 70%,7,1.56,0.53,9,INGLÉS,8.0
MÉXICO,2023,60% - 70%,7,1.56,0.53,9,FRANCÉS,3.0
MÉXICO,2023,70% - 80%,8,1.0,0.0,8,RUSO,1.0
MÉXICO,2023,70% - 80%,8,1.0,0.0,8,TURCO,1.0
MÉXICO,2023,70% - 80%,8,1.0,0.0,8,ESPAÑOL,1.0
MÉXICO,2023,70% - 80%,8,1.0,0.0,8,INGLÉS,2.0
MÉXICO,2023,70% - 80%,8,1.0,0.0,8,DANÉS,1.0
MÉXICO,2023,70% - 80%,8,1.0,0.0,8,PORTUGUÉS,2.0
MÉXICO,2023,80% - 90%,9,1.0,0.0,8,ALEMÁN,1.0
MÉXICO,2023,80% - 90%,9,1.0,0.0,8,ESPAÑOL,3.0
MÉXICO,2023,80% - 90%,9,1.0,0.0,8,INGLÉS,3.0
MÉXICO,2023,80% - 90%,9,1.0,0.0,8,FRANCÉS,1.0
MÉXICO,2023,90% - 100%,10,1.0,0.0,8,ITALIANO,1.0
MÉXICO,2023,90% - 100%,10,1.0,0.0,8,RUSO,1.0
MÉXICO,2023,90% - 100%,10,1.0,0.0,8,ESPAÑOL,3.0
MÉXICO,2023,90% - 100%,10,1.0,0.0,8,INGLÉS,3.0
MÉXICO,2024,Top 10%,1,365.43,420.3,7,RUMANO,1.0
MÉXICO,2024,Top 10%,1,365.43,420.3,7,ITALIANO,79.0
MÉXICO,2024,Top 10%,1,365.43,420.3,7,SUECO,16.0
MÉXICO,2024,Top 10%,1,365.43,420.3,7,RUSO,4.0
MÉXICO,2024,Top 10%,1,365.43,420.3,7,GRIEGO,12.0
MÉXICO,2024,Top 10%,1,365.43,420.3,7,ALEMÁN,24.0
MÉXICO,2024,Top 10%,1,365.43,420.3,7,COREANO,12.0
MÉXICO,2024,Top 10%,1,365.43,420.3,7,ESPAÑOL,3.0
MÉXICO,2024,Top 10%,1,365.43,420.3,7,INGLÉS,1623.0
MÉXICO,2024,Top 10%,1,365.43,420.3,7,JAPONÉS,692.0
MÉXICO,2024,Top 10%,1,365.43,420.3,7,FRANCÉS,66.0
MÉXICO,2024,Top 10%,1,365.43,420.3,7,CHINO,1.0
MÉXICO,2024,Top 10%,1,365.43,420.3,7,PORTUGUÉS,6.0
MÉXICO,2024,Top 10%,1,365.43,420.3,7,NEERLANDÉS,7.0
MÉXICO,2024,Top 10%,1,365.43,420.3,7,OTROS,12.0
MÉXICO,2024,10% - 20%,2,36.86,19.19,7,ITALIANO,7.0
MÉXICO,2024,10% - 20%,2,36.86,19.19,7,RUSO,4.0
MÉXICO,2024,10% - 20%,2,36.86,19.19,7,ALEMÁN,8.0
MÉXICO,2024,10% - 20%,2,36.86,19.19,7,NAHUATL,2.0
MÉXICO,2024,10% - 20%,2,36.86,19.19,7,ÁRABE,3.0
MÉXICO,2024,10% - 20%,2,36.86,19.19,7,MULTILINGÜE,3.0
MÉXICO,2024,10% - 20%,2,36.86,19.19,7,ESPAÑOL,4.0
MÉXICO,2024,10% - 20%,2,36.86,19.19,7,INGLÉS,168.0
MÉXICO,2024,10% - 20%,2,36.86,19.19,7,JAPONÉS,1.0
MÉXICO,2024,10% - 20%,2,36.86,19.19,7,FRANCÉS,41.0
MÉXICO,2024,10% - 20%,2,36.86,19.19,7,CHINO,2.0
MÉXICO,2024,10% - 20%,2,36.86,19.19,7,PORTUGUÉS,12.0
MÉXICO,2024,10% - 20%,2,36.86,19.19,7,NEERLANDÉS,2.0
MÉXICO,2024,10% - 20%,2,36.86,19.19,7,OTROS,1.0
MÉXICO,2024,20% - 30%,3,11.57,1.9,7,RUMANO,2.0
MÉXICO,2024,20% - 30%,3,11.57,1.9,7,ITALIANO,1.0
MÉXICO,2024,20% - 30%,3,11.57,1.9,7,RUSO,5.0
MÉXICO,2024,20% - 30%,3,11.57,1.9,7,GRIEGO,1.0
MÉXICO,2024,20% - 30%,3,11.57,1.9,7,ALEMÁN,1.0
MÉXICO,2024,20% - 30%,3,11.57,1.9,7,TURCO,1.0
MÉXICO,2024,20% - 30%,3,11.57,1.9,7,INGLÉS,56.0
MÉXICO,2024,20% - 30%,3,11.57,1.9,7,JAPONÉS,2.0
MÉXICO,2024,20% - 30%,3,11.57,1.9,7,FRANCÉS,6.0
MÉXICO,2024,20% - 30%,3,11.57,1.9,7,PORTUGUÉS,1.0
MÉXICO,2024,20% - 30%,3,11.57,1.9,7,NEERLANDÉS,3.0
MÉXICO,2024,20% - 30%,3,11.57,1.9,7,POLACO,1.0
MÉXICO,2024,20% - 30%,3,11.57,1.9,7,OTROS,1.0
MÉXICO,2024,30% - 40%,4,5.86,1.35,7,RUSO,1.0
MÉXICO,2024,30% - 40%,4,5.86,1.35,7,ALEMÁN,1.0
MÉXICO,2024,30% - 40%,4,5.86,1.35,7,NAHUATL,4.0
MÉXICO,2024,30% - 40%,4,5.86,1.35,7,ÁRABE,1.0
MÉXICO,2024,30% - 40%,4,5.86,1.35,7,MULTILINGÜE,1.0
MÉXICO,2024,30% - 40%,4,5.86,1.35,7,ESPAÑOL,10.0
MÉXICO,2024,30% - 40%,4,5.86,1.35,7,INGLÉS,16.0
MÉXICO,2024,30% - 40%,4,5.86,1.35,7,FRANCÉS,2.0
MÉXICO,2024,30% - 40%,4,5.86,1.35,7,PORTUGUÉS,5.0
MÉXICO,2024,40% - 50%,5,3.14,0.9,7,SUECO,1.0
MÉXICO,2024,40% - 50%,5,3.14,0.9,7,RUSO,1.0
MÉXICO,2024,40% - 50%,5,3.14,0.9,7,ALEMÁN,1.0
MÉXICO,2024,40% - 50%,5,3.14,0.9,7,MULTILINGÜE,1.0
MÉXICO,2024,40% - 50%,5,3.14,0.9,7,ESPAÑOL,2.0
MÉXICO,2024,40% - 50%,5,3.14,0.9,7,INGLÉS,12.0
MÉXICO,2024,40% - 50%,5,3.14,0.9,7,FRANCÉS,3.0
MÉXICO,2024,40% - 50%,5,3.14,0.9,7,PORTUGUÉS,1.0
MÉXICO,2024,50% - 60%,6,2.0,0.0,7,SUECO,1.0
MÉXICO,2024,50% - 60%,6,2.0,0.0,7,GRIEGO,3.0
MÉXICO,2024,50% - 60%,6,2.0,0.0,7,NAHUATL,1.0
MÉXICO,2024,50% - 60%,6,2.0,0.0,7,MULTILINGÜE,1.0
MÉXICO,2024,50% - 60%,6,2.0,0.0,7,ESPAÑOL,3.0
MÉXICO,2024,50% - 60%,6,2.0,0.0,7,INGLÉS,5.0
MÉXICO,2024,60% - 70%,7,1.86,0.38,7,RUSO,1.0
MÉXICO,2024,60% - 70%,7,1.86,0.38,7,ESLOVENO,1.0
MÉXICO,2024,60% - 70%,7,1.86,0.38,7,TURCO,1.0
MÉXICO,2024,60% - 70%,7,1.86,0.38,7,ÁRABE,1.0
MÉXICO,2024,60% - 70%,7,1.86,0.38,7,ESPAÑOL,4.0
MÉXICO,2024,60% - 70%,7,1.86,0.38,7,INGLÉS,5.0
MÉXICO,2024,70% - 80%,8,1.0,0.0,7,ITALIANO,1.0
MÉXICO,2024,70% - 80%,8,1.0,0.0,7,ALEMÁN,1.0
MÉXICO,2024,70% - 80%,8,1.0,0.0,7,MULTILINGÜE,1.0
MÉXICO,2024,70% - 80%,8,1.0,0.0,7,ESPAÑOL,1.0
MÉXICO,2024,70% - 80%,8,1.0,0.0,7,FRANCÉS,2.0
MÉXICO,2024,70% - 80%,8,1.0,0.0,7,PORTUGUÉS,1.0
MÉXICO,2024,80% - 90%,9,1.0,0.0,7,ALEMÁN,1.0
MÉXICO,2024,80% - 90%,9,1.0,0.0,7,ESPAÑOL,2.0
MÉXICO,2024,80% - 90%,9,1.0,0.0,7,INGLÉS,1.0
MÉXICO,2024,80% - 90%,9,1.0,0.0,7,JAPONÉS,1.0
MÉXICO,2024,80% - 90%,9,1.0,0.0,7,FRANCÉS,2.0
MÉXICO,2024,90% - 100%,10,1.0,0.0,6,RUMANO,1.0
MÉXICO,2024,90% - 100%,10,1.0,0.0,6,ITALIANO,1.0
MÉXICO,2024,90% - 100%,10,1.0,0.0,6,ALEMÁN,1.0
MÉXICO,2024,90% - 100%,10,1.0,0.0,6,MULTILINGÜE,1.0
MÉXICO,2024,90% - 100%,10,1.0,0.0,6,INGLÉS,1.0
MÉXICO,2024,90% - 100%,10,1.0,0.0,6,FRANCÉS,1.0
MÉXICO,TODOS,Top 10%,1,665.0,1315.03,34,ARABE,13.0
MÉXICO,TODOS,Top 10%,1,665.0,1315.03,34,ITALIANO,487.0
MÉXICO,TODOS,Top 10%,1,665.0,1315.03,34,SUECO,156.0
MÉXICO,TODOS,Top 10%,1,665.0,1315.03,34,RUSO,139.0
MÉXICO,TODOS,Top 10%,1,665.0,1315.03,34,LATÍN,43.0
MÉXICO,TODOS,Top 10%,1,665.0,1315.03,34,GRIEGO,96.0
MÉXICO,TODOS,Top 10%,1,665.0,1315.03,34,ALEMÁN,702.0
MÉXICO,TODOS,Top 10%,1,665.0,1315.03,34,MULTILINGUE,15.0
MÉXICO,TODOS,Top 10%,1,665.0,1315.03,34,NAHUATL,7.0
MÉXICO,TODOS,Top 10%,1,665.0,1315.03,34,MULTILINGÜE,17.0
MÉXICO,TODOS,Top 10%,1,665.0,1315.03,34,COREANO,31.0
MÉXICO,TODOS,Top 10%,1,665.0,1315.03,34,CROATA,15.0
MÉXICO,TODOS,Top 10%,1,665.0,1315.03,34,ESPAÑOL,151.0
MÉXICO,TODOS,Top 10%,1,665.0,1315.03,34,CATALÁN,11.0
MÉXICO,TODOS,Top 10%,1,665.0,1315.03,34,INGLÉS,12891.0
MÉXICO,TODOS,Top 10%,1,665.0,1315.03,34,JAPONÉS,5412.0
MÉXICO,TODOS,Top 10%,1,665.0,1315.03,34,FRANCÉS,1670.0
MÉXICO,TODOS,Top 10%,1,665.0,1315.03,34,SIN IDENTIFICAR,120.0
MÉXICO,TODOS,Top 10%,1,665.0,1315.03,34,CHINO,44.0
MÉXICO,TODOS,Top 10%,1,665.0,1315.03,34,PERSA,1.0
MÉXICO,TODOS,Top 10%,1,665.0,1315.03,34,PORTUGUÉS,289.0
MÉXICO,TODOS,Top 10%,1,665.0,1315.03,34,POLACO,21.0
MÉXICO,TODOS,Top 10%,1,665.0,1315.03,34,OTROS,279.0
MÉXICO,TODOS,10% - 20%,2,31.97,7.67,34,ARABE,1.0
MÉXICO,TODOS,10% - 20%,2,31.97,7.67,34,ITALIANO,30.0
MÉXICO,TODOS,10% - 20%,2,31.97,7.67,34,RUSO,21.0
MÉXICO,TODOS,10% - 20%,2,31.97,7.67,34,LATÍN,2.0
MÉXICO,TODOS,10% - 20%,2,31.97,7.67,34,GRIEGO,11.0
MÉXICO,TODOS,10% - 20%,2,31.97,7.67,34,ALEMÁN,36.0
MÉXICO,TODOS,10% - 20%,2,31.97,7.67,34,MULTILINGUE,6.0
MÉXICO,TODOS,10% - 20%,2,31.97,7.67,34,NAHUATL,9.0
MÉXICO,TODOS,10% - 20%,2,31.97,7.67,34,MULTILINGÜE,5.0
MÉXICO,TODOS,10% - 20%,2,31.97,7.67,34,COREANO,1.0
MÉXICO,TODOS,10% - 20%,2,31.97,7.67,34,CROATA,1.0
MÉXICO,TODOS,10% - 20%,2,31.97,7.67,34,ESPAÑOL,52.0
MÉXICO,TODOS,10% - 20%,2,31.97,7.67,34,CATALÁN,6.0
MÉXICO,TODOS,10% - 20%,2,31.97,7.67,34,INGLÉS,511.0
MÉXICO,TODOS,10% - 20%,2,31.97,7.67,34,JAPONÉS,44.0
MÉXICO,TODOS,10% - 20%,2,31.97,7.67,34,FRANCÉS,155.0
MÉXICO,TODOS,10% - 20%,2,31.97,7.67,34,SIN IDENTIFICAR,17.0
MÉXICO,TODOS,10% - 20%,2,31.97,7.67,34,CHINO,39.0
MÉXICO,TODOS,10% - 20%,2,31.97,7.67,34,PERSA,3.0
MÉXICO,TODOS,10% - 20%,2,31.97,7.67,34,PORTUGUÉS,77.0
MÉXICO,TODOS,10% - 20%,2,31.97,7.67,34,OTROS,60.0
MÉXICO,TODOS,20% - 30%,3,15.91,3.63,34,ARABE,2.0
MÉXICO,TODOS,20% - 30%,3,15.91,3.63,34,ITALIANO,25.0
MÉXICO,TODOS,20% - 30%,3,15.91,3.63,34,SUECO,1.0
MÉXICO,TODOS,20% - 30%,3,15.91,3.63,34,RUSO,12.0
MÉXICO,TODOS,20% - 30%,3,15.91,3.63,34,LATÍN,8.0
MÉXICO,TODOS,20% - 30%,3,15.91,3.63,34,GRIEGO,9.0
MÉXICO,TODOS,20% - 30%,3,15.91,3.63,34,ALEMÁN,27.0
MÉXICO,TODOS,20% - 30%,3,15.91,3.63,34,MULTILINGUE,27.0
MÉXICO,TODOS,20% - 30%,3,15.91,3.63,34,NAHUATL,4.0
MÉXICO,TODOS,20% - 30%,3,15.91,3.63,34,MULTILINGÜE,6.0
MÉXICO,TODOS,20% - 30%,3,15.91,3.63,34,COREANO,17.0
MÉXICO,TODOS,20% - 30%,3,15.91,3.63,34,ESPAÑOL,67.0
MÉXICO,TODOS,20% - 30%,3,15.91,3.63,34,INGLÉS,162.0
MÉXICO,TODOS,20% - 30%,3,15.91,3.63,34,JAPONÉS,7.0
MÉXICO,TODOS,20% - 30%,3,15.91,3.63,34,FRANCÉS,90.0
MÉXICO,TODOS,20% - 30%,3,15.91,3.63,34,SIN IDENTIFICAR,6.0
MÉXICO,TODOS,20% - 30%,3,15.91,3.63,34,CHINO,4.0
MÉXICO,TODOS,20% - 30%,3,15.91,3.63,34,PORTUGUÉS,52.0
MÉXICO,TODOS,20% - 30%,3,15.91,3.63,34,POLACO,3.0
MÉXICO,TODOS,20% - 30%,3,15.91,3.63,34,OTROS,12.0
MÉXICO,TODOS,30% - 40%,4,9.3,1.29,33,ARABE,2.0
MÉXICO,TODOS,30% - 40%,4,9.3,1.29,33,ITALIANO,7.0
MÉXICO,TODOS,30% - 40%,4,9.3,1.29,33,RUSO,3.0
MÉXICO,TODOS,30% - 40%,4,9.3,1.29,33,GRIEGO,4.0
MÉXICO,TODOS,30% - 40%,4,9.3,1.29,33,ALEMÁN,11.0
MÉXICO,TODOS,30% - 40%,4,9.3,1.29,33,MULTILINGUE,3.0
MÉXICO,TODOS,30% - 40%,4,9.3,1.29,33,NAHUATL,7.0
MÉXICO,TODOS,30% - 40%,4,9.3,1.29,33,CROATA,4.0
MÉXICO,TODOS,30% - 40%,4,9.3,1.29,33,ESPAÑOL,61.0
MÉXICO,TODOS,30% - 40%,4,9.3,1.29,33,CATALÁN,2.0
MÉXICO,TODOS,30% - 40%,4,9.3,1.29,33,INGLÉS,123.0
MÉXICO,TODOS,30% - 40%,4,9.3,1.29,33,FRANCÉS,44.0
MÉXICO,TODOS,30% - 40%,4,9.3,1.29,33,SIN IDENTIFICAR,10.0
MÉXICO,TODOS,30% - 40%,4,9.3,1.29,33,PORTUGUÉS,18.0
MÉXICO,TODOS,30% - 40%,4,9.3,1.29,33,POLACO,2.0
MÉXICO,TODOS,30% - 40%,4,9.3,1.29,33,OTROS,6.0
MÉXICO,TODOS,40% - 50%,5,5.76,0.9,33,ITALIANO,15.0
MÉXICO,TODOS,40% - 50%,5,5.76,0.9,33,RUSO,1.0
MÉXICO,TODOS,40% - 50%,5,5.76,0.9,33,LATÍN,1.0
MÉXICO,TODOS,40% - 50%,5,5.76,0.9,33,ALEMÁN,10.0
MÉXICO,TODOS,40% - 50%,5,5.76,0.9,33,NAHUATL,1.0
MÉXICO,TODOS,40% - 50%,5,5.76,0.9,33,ESPAÑOL,34.0
MÉXICO,TODOS,40% - 50%,5,5.76,0.9,33,CATALÁN,2.0
MÉXICO,TODOS,40% - 50%,5,5.76,0.9,33,INGLÉS,84.0
MÉXICO,TODOS,40% - 50%,5,5.76,0.9,33,JAPONÉS,3.0
MÉXICO,TODOS,40% - 50%,5,5.76,0.9,33,FRANCÉS,31.0
MÉXICO,TODOS,40% - 50%,5,5.76,0.9,33,PORTUGUÉS,7.0
MÉXICO,TODOS,40% - 50%,5,5.76,0.9,33,POLACO,1.0
MÉXICO,TODOS,50% - 60%,6,3.45,0.51,33,ITALIANO,4.0
MÉXICO,TODOS,50% - 60%,6,3.45,0.51,33,SUECO,2.0
MÉXICO,TODOS,50% - 60%,6,3.45,0.51,33,RUSO,2.0
MÉXICO,TODOS,50% - 60%,6,3.45,0.51,33,GRIEGO,1.0
MÉXICO,TODOS,50% - 60%,6,3.45,0.51,33,ALEMÁN,4.0
MÉXICO,TODOS,50% - 60%,6,3.45,0.51,33,COREANO,1.0
MÉXICO,TODOS,50% - 60%,6,3.45,0.51,33,ESPAÑOL,25.0
MÉXICO,TODOS,50% - 60%,6,3.45,0.51,33,CATALÁN,3.0
MÉXICO,TODOS,50% - 60%,6,3.45,0.51,33,INGLÉS,38.0
MÉXICO,TODOS,50% - 60%,6,3.45,0.51,33,FRANCÉS,18.0
MÉXICO,TODOS,50% - 60%,6,3.45,0.51,33,SIN IDENTIFICAR,11.0
MÉXICO,TODOS,50% - 60%,6,3.45,0.51,33,PORTUGUÉS,3.0
MÉXICO,TODOS,50% - 60%,6,3.45,0.51,33,POLACO,2.0
MÉXICO,TODOS,60% - 70%,7,2.12,0.33,33,ITALIANO,4.0
MÉXICO,TODOS,60% - 70%,7,2.12,0.33,33,ALEMÁN,2.0
MÉXICO,TODOS,60% - 70%,7,2.12,0.33,33,MULTILINGUE,1.0
MÉXICO,TODOS,60% - 70%,7,2.12,0.33,33,ESPAÑOL,11.0
MÉXICO,TODOS,60% - 70%,7,2.12,0.33,33,CATALÁN,1.0
MÉXICO,TODOS,60% - 70%,7,2.12,0.33,33,INGLÉS,26.0
MÉXICO,TODOS,60% - 70%,7,2.12,0.33,33,FRANCÉS,11.0
MÉXICO,TODOS,60% - 70%,7,2.12,0.33,33,SIN IDENTIFICAR,7.0
MÉXICO,TODOS,60% - 70%,7,2.12,0.33,33,PERSA,1.0
MÉXICO,TODOS,60% - 70%,7,2.12,0.33,33,PORTUGUÉS,5.0
MÉXICO,TODOS,60% - 70%,7,2.12,0.33,33,OTROS,1.0
MÉXICO,TODOS,70% - 80%,8,1.33,0.48,33,ARABE,1.0
MÉXICO,TODOS,70% - 80%,8,1.33,0.48,33,ITALIANO,1.0
MÉXICO,TODOS,70% - 80%,8,1.33,0.48,33,RUSO,1.0
MÉXICO,TODOS,70% - 80%,8,1.33,0.48,33,NAHUATL,2.0
