PAIS,ANO,SUBCATEGORIA.DEWEY,GRUPO_EDITORIAL_COMPLETO,CANTIDAD_REGISTROS
COLOMBIA,2023,800 - LITERATURA Y RETÓRICA: GENERAL,"GOMEZ URIBE, VERONICA",2.0
COLOMBIA,2023,800 - LITERATURA Y RETÓRICA: GENERAL,TERRE DES HOMMES DEUTSCHLAND E.V.,1.0
COLOMBIA,2024,800 - LITERATURA Y RETÓRICA: GENERAL,"GOMEZ URIBE, VERONICA",1.0
COLOMBIA,2024,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"CALDERON ARANGO, JUAN PABLO",2.0
COSTA RICA,2024,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRAFIKA PALO S.A.,1.0
CUBA,2014,800 - LITERATURA Y RETÓRICA: GENERAL,CITMATEL (EMPRESA DE TECNOLOGIAS DE LA INFORMACION Y SERVICIOS TELEMATICOS AVANZADOS),13.0
CUBA,2017,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,COLECCION SUR,1.0
MÉXICO,2010,800 - LITERATURA Y RETÓRICA: GENERAL,FONDO DE CULTURA ECONOMICA MEXICO,2.0
MÉXICO,2011,800 - LITERATURA Y RETÓRICA: GENERAL,FONDO DE CULTURA ECONOMICA MEXICO,8.0
MÉXICO,2012,800 - LITERATURA Y RETÓRICA: GENERAL,FONDO DE CULTURA ECONOMICA MEXICO,4.0
MÉXICO,2022,800 - LITERATURA Y RETÓRICA: GENERAL,PEARSON,2.0
MÉXICO,2024,800 - LITERATURA Y RETÓRICA: GENERAL,"ORGANIZACION DE LOS ESTADOS IBEROAMERICANOS PARA LA EDUCACION, LA CIENCIA Y LA CULTURA",1.0
MÉXICO,2024,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"ZAMORA EQUERT, RUBEN",2.0
PARAGUAY,2010,800 - LITERATURA Y RETÓRICA: GENERAL,SERVILIBRO S.R.L.,1.0
PARAGUAY,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PIALC EDITORIAL,1.0
PARAGUAY,2024,800 - LITERATURA Y RETÓRICA: GENERAL,"ESTIGARRIBIA FRANCO, LILIANA MARIA TERESA",1.0
PERÚ,2010,800 - LITERATURA Y RETÓRICA: GENERAL,LOS LIBROS MAS PEQUENOS DEL MUNDO E.I.R.L.,1.0
PERÚ,2010,820 - LITERATURA INGLESA E INGLESA ANTIGUA,LOS LIBROS MAS PEQUENOS DEL MUNDO E.I.R.L.,1.0
PERÚ,2011,800 - LITERATURA Y RETÓRICA: GENERAL,LOS LIBROS MAS PEQUENOS DEL MUNDO E.I.R.L.,1.0
PERÚ,2012,800 - LITERATURA Y RETÓRICA: GENERAL,LOS LIBROS MAS PEQUENOS DEL MUNDO E.I.R.L.,4.0
PERÚ,2013,800 - LITERATURA Y RETÓRICA: GENERAL,LOS LIBROS MAS PEQUENOS DEL MUNDO E.I.R.L.,1.0
PERÚ,2014,800 - LITERATURA Y RETÓRICA: GENERAL,LOS LIBROS MAS PEQUENOS DEL MUNDO E.I.R.L.,1.0
PERÚ,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CASCAHUESOS EDITORES S.A.C.,1.0
PERÚ,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRUPO EMPRESARIAL AMOTAPE S.A.C.,1.0
PERÚ,2023,890 - LITERATURAS DE OTRAS LENGUAS,EDITORA LA TRAVESIA E.I.R.L.,1.0
URUGUAY,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ISOMONT,1.0
URUGUAY,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"LARROSA CLAVIJO, MARIA PIA",1.0
URUGUAY,2024,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SALSA CON SABOR A CUENTO,1.0
VENEZUELA,2013,800 - LITERATURA Y RETÓRICA: GENERAL,"IMPORTADORA Y COMERCIALIZADORA KAROLINGCHANTILLY, C.A.",1.0
VENEZUELA,2018,840 - LITERATURA DE LAS LENGUAS ROMANCES,FUNDACION DE ESTUDIOS LITERARIOS LECTOR COMPLICE,1.0
VENEZUELA,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,FUNDACION DE ESTUDIOS LITERARIOS LECTOR COMPLICE,2.0
